"","batsman","bowler","P0","P1","P2","P3","P4","P6"
"963","AD Russell","Mustafizur Rahman",0.5,0.5,0,0,0,0
"964","AD Russell","NLTC Perera",0.466666666666667,0.266666666666667,0,0,0.2,0.0666666666666667
"965","AD Russell","P Negi",0.333333333333333,0.555555555555556,0,0,0,0.111111111111111
"966","AD Russell","P Parameswaran",0.666666666666667,0,0,0,0,0.333333333333333
"967","AD Russell","R Ashwin",1,0,0,0,0,0
"968","AD Russell","R Bhatia",0.333333333333333,0.666666666666667,0,0,0,0
"969","AD Russell","R Shukla",0.2,0.4,0.4,0,0,0
"970","AD Russell","R Vinay Kumar",0.3,0.5,0,0,0.1,0.1
"971","AD Russell","RA Jadeja",0.222222222222222,0.444444444444444,0,0,0.222222222222222,0.111111111111111
"972","AD Russell","RG More",0.4,0.6,0,0,0,0
"973","AD Russell","RS Bopara",0.5,0.25,0,0,0.25,0
"974","AD Russell","S Aravind",0,0.666666666666667,0,0,0,0.333333333333333
"975","AD Russell","Sandeep Sharma",0.5,0.4,0,0,0.1,0
"976","AD Russell","SB Jakati",0,0.666666666666667,0.333333333333333,0,0,0
"977","AD Russell","SL Malinga",0.5,0.5,0,0,0,0
"978","AD Russell","SP Narine",0.714285714285714,0.142857142857143,0.142857142857143,0,0,0
"979","AD Russell","SR Watson",0.176470588235294,0.529411764705882,0.0588235294117647,0,0.117647058823529,0.117647058823529
"980","AD Russell","STR Binny",0,1,0,0,0,0
"981","AD Russell","T Shamsi",0.2,0.2,0,0,0.2,0.4
"982","AD Russell","TG Southee",0.416666666666667,0.166666666666667,0.25,0,0,0.166666666666667
"983","AD Russell","VR Aaron",0.411764705882353,0.117647058823529,0.0588235294117647,0,0.235294117647059,0.176470588235294
"984","AD Russell","YS Chahal",0.36,0.32,0.12,0,0.16,0.04
"985","AD Russell","Z Khan",0,0.6,0.2,0,0,0.2
"986","AF Milne","BA Stokes",1,0,0,0,0,0
"987","AF Milne","Imran Tahir",0.666666666666667,0.166666666666667,0.166666666666667,0,0,0
"988","AF Milne","JD Unadkat",0,1,0,0,0,0
"989","AF Milne","MJ McClenaghan",1,0,0,0,0,0
"990","AF Milne","SN Thakur",0,1,0,0,0,0
"991","AG Murtaza","A Singh",0.75,0.25,0,0,0,0
"992","AG Murtaza","CH Gayle",0.666666666666667,0,0,0,0.333333333333333,0
"993","AG Murtaza","L Balaji",0.5,0.5,0,0,0,0
"994","AG Murtaza","RP Singh",0,1,0,0,0,0
"995","AG Murtaza","SP Narine",0.333333333333333,0.666666666666667,0,0,0,0
"996","AG Murtaza","SR Watson",0,1,0,0,0,0
"997","AG Paunikar","AB Dinda",0.6,0.2,0,0,0.2,0
"998","AG Paunikar","B Lee",0.636363636363636,0.272727272727273,0,0,0.0909090909090909,0
"999","AG Paunikar","DW Steyn",0.777777777777778,0,0,0,0.222222222222222,0
"1000","AG Paunikar","I Sharma",0.833333333333333,0.166666666666667,0,0,0,0
"1001","AG Paunikar","Iqbal Abdulla",0.75,0,0.25,0,0,0
"1002","AG Paunikar","JH Kallis",0.75,0,0,0,0.25,0
"1003","AG Paunikar","L Balaji",0.727272727272727,0.181818181818182,0,0,0.0909090909090909,0
"1004","AG Paunikar","M Morkel",1,0,0,0,0,0
"1005","AG Paunikar","PP Ojha",0,0.25,0.25,0,0.5,0
"1006","AG Paunikar","R Vinay Kumar",1,0,0,0,0,0
"1007","AG Paunikar","Shakib Al Hasan",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"1008","AJ Finch","A Chandila",0,0.6,0,0,0.4,0
"1009","AJ Finch","A Choudhary",0.545454545454545,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0.0909090909090909
"1010","AJ Finch","A Mishra",0.166666666666667,0.5,0,0,0,0.333333333333333
"1011","AJ Finch","A Nehra",0.6,0.4,0,0,0,0
"1012","AJ Finch","A Singh",1,0,0,0,0,0
"1013","AJ Finch","AB Dinda",0.142857142857143,0.571428571428571,0,0,0.142857142857143,0.142857142857143
"1014","AJ Finch","AB McDonald",0.666666666666667,0.333333333333333,0,0,0,0
"1015","AJ Finch","AF Milne",0.625,0.125,0,0,0.25,0
"1016","AJ Finch","AG Murtaza",0.666666666666667,0.166666666666667,0,0,0.166666666666667,0
"1017","AJ Finch","AN Ahmed",0.4,0,0.2,0,0.4,0
"1018","AJ Finch","Anureet Singh",0.6,0,0.2,0,0.2,0
"1019","AJ Finch","AR Patel",0.222222222222222,0.666666666666667,0,0,0.111111111111111,0
"1020","AJ Finch","AS Rajpoot",0.5,0.25,0.25,0,0,0
"1021","AJ Finch","Azhar Mahmood",0.4,0.2,0.1,0,0.2,0.1
"1022","AJ Finch","B Kumar",0.461538461538462,0.307692307692308,0.230769230769231,0,0,0
"1023","AJ Finch","B Lee",0.4,0.3,0.1,0,0.2,0
"1024","AJ Finch","BA Stokes",0.5,0.5,0,0,0,0
"1025","AJ Finch","BB Sran",0.25,0.5,0,0,0.1875,0.0625
"1026","AJ Finch","BCJ Cutting",0.6,0.2,0,0,0.2,0
"1027","AJ Finch","Bipul Sharma",0.5,0.5,0,0,0,0
"1028","AJ Finch","BW Hilfenhaus",0.833333333333333,0.166666666666667,0,0,0,0
"1029","AJ Finch","CH Gayle",0.714285714285714,0.285714285714286,0,0,0,0
"1030","AJ Finch","CH Morris",0.583333333333333,0.166666666666667,0,0,0.25,0
"1031","AJ Finch","CJ Anderson",0.368421052631579,0.368421052631579,0.0526315789473684,0,0.210526315789474,0
"1032","AJ Finch","CJ Jordan",0.571428571428571,0.428571428571429,0,0,0,0
"1033","AJ Finch","CR Brathwaite",0.0833333333333333,0.583333333333333,0,0,0.25,0.0833333333333333
"1034","AJ Finch","DJ Bravo",0,1,0,0,0,0
"1035","AJ Finch","DL Vettori",0.2,0.6,0.2,0,0,0
"1036","AJ Finch","DP Nannes",0.533333333333333,0.133333333333333,0,0,0.333333333333333,0
"1037","AJ Finch","DR Smith",0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0
"1038","AJ Finch","DS Kulkarni",0.8,0.1,0.1,0,0,0
"1039","AJ Finch","DT Christian",0.25,0.5,0,0,0.25,0
"1040","AJ Finch","DW Steyn",0.555555555555556,0.111111111111111,0.111111111111111,0,0.222222222222222,0
"1041","AJ Finch","Harbhajan Singh",0.5,0.25,0.0416666666666667,0,0.166666666666667,0.0416666666666667
"1042","AJ Finch","Harmeet Singh",1,0,0,0,0,0
"1043","AJ Finch","Harmeet Singh (2)",0.555555555555556,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111
"1044","AJ Finch","HH Pandya",0.75,0.25,0,0,0,0
"1045","AJ Finch","I Sharma",0.466666666666667,0.266666666666667,0,0,0.266666666666667,0
"1046","AJ Finch","IC Pandey",0.3,0.4,0,0,0.3,0
"1047","AJ Finch","IK Pathan",0.388888888888889,0.111111111111111,0.166666666666667,0,0.277777777777778,0.0555555555555556
"1048","AJ Finch","Imran Tahir",0.416666666666667,0.416666666666667,0,0,0.0833333333333333,0.0833333333333333
"1049","AJ Finch","Iqbal Abdulla",0.625,0.25,0,0,0.125,0
"1050","AJ Finch","J Botha",0.75,0,0,0,0,0.25
"1051","AJ Finch","JA Morkel",0.6,0,0,0,0.2,0.2
"1052","AJ Finch","JD Unadkat",0.176470588235294,0.529411764705882,0,0,0.176470588235294,0.117647058823529
"1053","AJ Finch","JH Kallis",0.545454545454545,0.181818181818182,0.0909090909090909,0,0,0.181818181818182
"1054","AJ Finch","JJ Bumrah",0.423076923076923,0.346153846153846,0.192307692307692,0,0.0384615384615385,0
"1055","AJ Finch","JO Holder",0.666666666666667,0.333333333333333,0,0,0,0
"1056","AJ Finch","JP Duminy",0.166666666666667,0.666666666666667,0,0,0,0.166666666666667
"1057","AJ Finch","JP Faulkner",0.555555555555556,0.259259259259259,0.037037037037037,0,0.148148148148148,0
"1058","AJ Finch","K Rabada",0.5,0,0.166666666666667,0,0.333333333333333,0
"1059","AJ Finch","KA Pollard",0.333333333333333,0.666666666666667,0,0,0,0
"1060","AJ Finch","KC Cariappa",1,0,0,0,0,0
"1061","AJ Finch","KH Pandya",0.5,0.416666666666667,0.0833333333333333,0,0,0
"1062","AJ Finch","KK Cooper",0.523809523809524,0.285714285714286,0.0476190476190476,0,0.0952380952380952,0.0476190476190476
"1063","AJ Finch","Kuldeep Yadav",0.5,0.5,0,0,0,0
"1064","AJ Finch","KW Richardson",0,1,0,0,0,0
"1065","AJ Finch","L Balaji",0.7,0.2,0,0,0.1,0
"1066","AJ Finch","LH Ferguson",0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.333333333333333
"1067","AJ Finch","LR Shukla",0.0833333333333333,0.333333333333333,0.25,0,0.166666666666667,0.166666666666667
"1068","AJ Finch","M Ashwin",0.555555555555556,0,0,0,0.444444444444444,0
"1069","AJ Finch","M de Lange",0.444444444444444,0.222222222222222,0,0,0.333333333333333,0
"1070","AJ Finch","M Kartik",0.3,0.5,0,0,0.2,0
"1071","AJ Finch","M Morkel",0.521739130434783,0.391304347826087,0,0,0.0434782608695652,0.0434782608695652
"1072","AJ Finch","M Muralitharan",0.4,0.6,0,0,0,0
"1073","AJ Finch","MA Starc",0.5,0.5,0,0,0,0
"1074","AJ Finch","MC Henriques",0.25,0.45,0,0,0.2,0.1
"1075","AJ Finch","MG Johnson",0.594594594594595,0.216216216216216,0.0540540540540541,0,0.135135135135135,0
"1076","AJ Finch","MJ McClenaghan",0.25,0.5,0.125,0,0.125,0
"1077","AJ Finch","MM Patel",0,1,0,0,0,0
"1078","AJ Finch","MM Sharma",0.4,0.266666666666667,0.133333333333333,0,0.2,0
"1079","AJ Finch","Mohammed Shami",0.421052631578947,0.368421052631579,0.0526315789473684,0,0.157894736842105,0
"1080","AJ Finch","MP Stoinis",0.125,0.5,0,0,0.375,0
"1081","AJ Finch","MR Marsh",0,0.666666666666667,0.333333333333333,0,0,0
"1082","AJ Finch","MS Gony",0.222222222222222,0.333333333333333,0,0,0.333333333333333,0.111111111111111
"1083","AJ Finch","Mustafizur Rahman",0.5,0.25,0.166666666666667,0,0,0.0833333333333333
"1084","AJ Finch","NLTC Perera",1,0,0,0,0,0
"1085","AJ Finch","NM Coulter-Nile",1,0,0,0,0,0
"1086","AJ Finch","P Awana",0.5,0,0.333333333333333,0,0.166666666666667,0
"1087","AJ Finch","P Kumar",0.545454545454545,0.363636363636364,0,0,0.0909090909090909,0
"1088","AJ Finch","P Negi",0.5,0.25,0,0,0,0.25
"1089","AJ Finch","P Sahu",0.142857142857143,0.571428571428571,0,0,0.285714285714286,0
"1090","AJ Finch","PJ Cummins",0.4375,0.25,0.125,0,0.1875,0
"1091","AJ Finch","PP Chawla",0.235294117647059,0.529411764705882,0,0,0.176470588235294,0.0588235294117647
"1092","AJ Finch","PP Ojha",0.352941176470588,0.352941176470588,0,0,0.176470588235294,0.117647058823529
"1093","AJ Finch","R Ashwin",0.52,0.4,0.04,0,0,0.04
"1094","AJ Finch","R Bhatia",0.428571428571429,0.0714285714285714,0.214285714285714,0,0.0714285714285714,0.214285714285714
"1095","AJ Finch","R Rampaul",1,0,0,0,0,0
"1096","AJ Finch","R Sharma",0,0.666666666666667,0.333333333333333,0,0,0
"1097","AJ Finch","R Shukla",1,0,0,0,0,0
"1098","AJ Finch","R Vinay Kumar",0.857142857142857,0.142857142857143,0,0,0,0
"1099","AJ Finch","RA Jadeja",0.227272727272727,0.545454545454545,0,0,0.181818181818182,0.0454545454545455
"1100","AJ Finch","Rashid Khan",0.6,0,0.4,0,0,0
"1101","AJ Finch","RD Chahar",0.6,0.2,0,0,0.2,0
"1102","AJ Finch","RN ten Doeschate",0,1,0,0,0,0
"1103","AJ Finch","RP Singh",0.636363636363636,0.227272727272727,0,0,0.136363636363636,0
"1104","AJ Finch","S Aravind",0.333333333333333,0.444444444444444,0,0,0.222222222222222,0
"1105","AJ Finch","S Badree",0.2,0.2,0.2,0,0,0.4
"1106","AJ Finch","S Kaul",0.444444444444444,0.333333333333333,0.111111111111111,0,0,0.111111111111111
"1107","AJ Finch","S Nadeem",0.466666666666667,0.333333333333333,0.0666666666666667,0.0333333333333333,0.1,0
"1108","AJ Finch","S Sreesanth",0.6,0.2,0,0,0,0.2
"1109","AJ Finch","Sachin Baby",0.666666666666667,0,0,0,0.333333333333333,0
"1110","AJ Finch","Sandeep Sharma",0.411764705882353,0.382352941176471,0.0882352941176471,0,0.0882352941176471,0.0294117647058824
"1111","AJ Finch","SB Wagh",0.333333333333333,0.166666666666667,0.166666666666667,0,0,0.333333333333333
"1112","AJ Finch","SE Bond",1,0,0,0,0,0
"1113","AJ Finch","Shakib Al Hasan",0.181818181818182,0.272727272727273,0.0909090909090909,0,0.272727272727273,0.181818181818182
"1114","AJ Finch","Shivam Sharma",0.857142857142857,0,0.142857142857143,0,0,0
"1115","AJ Finch","SK Raina",0,0.5,0,0,0,0.5
"1116","AJ Finch","SK Trivedi",0.391304347826087,0.304347826086957,0.173913043478261,0,0.130434782608696,0
"1117","AJ Finch","SL Malinga",0.523809523809524,0.333333333333333,0.142857142857143,0,0,0
"1118","AJ Finch","SMSM Senanayake",0.384615384615385,0.461538461538462,0,0.0769230769230769,0.0769230769230769,0
"1119","AJ Finch","SN Thakur",0,1,0,0,0,0
"1120","AJ Finch","SP Narine",0.4375,0.125,0.0625,0,0.25,0.125
"1121","AJ Finch","SR Watson",0.444444444444444,0.444444444444444,0,0,0.111111111111111,0
"1122","AJ Finch","STR Binny",0.5,0.5,0,0,0,0
"1123","AJ Finch","SW Tait",0.714285714285714,0.142857142857143,0,0,0.142857142857143,0
"1124","AJ Finch","T Natarajan",0,0.5,0,0,0,0.5
"1125","AJ Finch","TA Boult",0.25,0.25,0,0,0.5,0
"1126","AJ Finch","TG Southee",0.444444444444444,0.333333333333333,0,0,0.222222222222222,0
"1127","AJ Finch","UT Yadav",0.45,0.15,0.1,0.05,0.15,0.1
"1128","AJ Finch","V Kohli",0,0.75,0,0,0,0.25
"1129","AJ Finch","VR Aaron",0.307692307692308,0.384615384615385,0.0769230769230769,0,0.230769230769231,0
"1130","AJ Finch","WD Parnell",0.375,0.625,0,0,0,0
"1131","AJ Finch","YK Pathan",0.25,0.25,0,0,0,0.5
"1132","AJ Finch","YS Chahal",0.416666666666667,0.416666666666667,0.0416666666666667,0,0.0416666666666667,0.0833333333333333
"1133","AJ Finch","Yuvraj Singh",0.285714285714286,0.571428571428571,0.0714285714285714,0,0.0714285714285714,0
"1134","AJ Finch","Z Khan",0.473684210526316,0.157894736842105,0.0526315789473684,0,0.263157894736842,0.0526315789473684
"1135","AJ Tye","AF Milne",0.25,0.5,0.25,0,0,0
"1136","AJ Tye","AR Patel",0,0.25,0.25,0,0.25,0.25
"1137","AJ Tye","JJ Bumrah",0.285714285714286,0.428571428571429,0,0,0.285714285714286,0
"1138","AJ Tye","KC Cariappa",0.333333333333333,0.666666666666667,0,0,0,0
"1139","AJ Tye","KH Pandya",1,0,0,0,0,0
"1140","AJ Tye","MJ McClenaghan",0,0.5,0,0,0,0.5
"1141","AJ Tye","MM Sharma",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"1142","AJ Tye","Sandeep Sharma",0.5,0,0,0,0.5,0
"1143","AJ Tye","TM Head",0.5,0,0.5,0,0,0
"1144","AL Menaria","A Ashish Reddy",0.25,0.25,0.25,0,0,0.25
"1145","AL Menaria","A Mishra",0.333333333333333,0.416666666666667,0.0833333333333333,0,0.0833333333333333,0.0833333333333333
"1146","AL Menaria","A Nehra",0.571428571428571,0.285714285714286,0,0,0.142857142857143,0
"1147","AL Menaria","AD Mathews",0.222222222222222,0.777777777777778,0,0,0,0
"1148","AL Menaria","AM Nayar",0.5,0.5,0,0,0,0
"1149","AL Menaria","Anand Rajan",0,0.8,0,0,0.2,0
"1150","AL Menaria","Azhar Mahmood",0,0.5,0,0,0.5,0
"1151","AL Menaria","B Kumar",0.333333333333333,0.666666666666667,0,0,0,0
"1152","AL Menaria","B Lee",0.6,0.4,0,0,0,0
"1153","AL Menaria","BA Bhatt",1,0,0,0,0,0
"1154","AL Menaria","BJ Hodge",0.428571428571429,0.285714285714286,0.285714285714286,0,0,0
"1155","AL Menaria","CH Gayle",0.5,0,0.5,0,0,0
"1156","AL Menaria","CK Langeveldt",0,0.5,0,0,0.5,0
"1157","AL Menaria","DE Bollinger",0.5,0.5,0,0,0,0
"1158","AL Menaria","DJ Bravo",0.333333333333333,0.333333333333333,0.111111111111111,0,0.111111111111111,0.111111111111111
"1159","AL Menaria","DS Kulkarni",0.6,0.2,0.2,0,0,0
"1160","AL Menaria","DT Christian",0.6,0.4,0,0,0,0
"1161","AL Menaria","DW Steyn",0.6,0.4,0,0,0,0
"1162","AL Menaria","Harbhajan Singh",0.5,0.4,0,0,0.1,0
"1163","AL Menaria","IK Pathan",0.8,0,0,0,0,0.2
"1164","AL Menaria","Iqbal Abdulla",0.333333333333333,0.333333333333333,0,0,0.111111111111111,0.222222222222222
"1165","AL Menaria","JA Morkel",0.5,0.5,0,0,0,0
"1166","AL Menaria","JE Taylor",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"1167","AL Menaria","JH Kallis",0.307692307692308,0.384615384615385,0.0769230769230769,0,0.230769230769231,0
"1168","AL Menaria","JP Duminy",0.333333333333333,0.666666666666667,0,0,0,0
"1169","AL Menaria","KA Pollard",0.25,0.5,0,0,0.125,0.125
"1170","AL Menaria","KMDN Kulasekara",0.5,0.5,0,0,0,0
"1171","AL Menaria","L Balaji",1,0,0,0,0,0
"1172","AL Menaria","M Kartik",0,0.6,0.2,0,0,0.2
"1173","AL Menaria","MJ Clarke",0.5,0.5,0,0,0,0
"1174","AL Menaria","MM Patel",0.714285714285714,0.142857142857143,0,0,0.142857142857143,0
"1175","AL Menaria","MS Gony",0,1,0,0,0,0
"1176","AL Menaria","NL McCullum",0.3,0.6,0,0,0,0.1
"1177","AL Menaria","P Awana",0.5,0.357142857142857,0.142857142857143,0,0,0
"1178","AL Menaria","P Negi",0.75,0,0.25,0,0,0
"1179","AL Menaria","P Parameswaran",0.6,0.2,0,0,0.2,0
"1180","AL Menaria","PC Valthaty",0.25,0.375,0.125,0,0.125,0.125
"1181","AL Menaria","PP Chawla",0.35,0.35,0.2,0,0,0.1
"1182","AL Menaria","R Ashwin",0.666666666666667,0.2,0.0666666666666667,0,0.0666666666666667,0
"1183","AL Menaria","R Bhatia",0.230769230769231,0.615384615384615,0.0769230769230769,0,0.0769230769230769,0
"1184","AL Menaria","R McLaren",0,0.666666666666667,0,0,0.333333333333333,0
"1185","AL Menaria","R Sharma",0.666666666666667,0.333333333333333,0,0,0,0
"1186","AL Menaria","RA Jadeja",0.333333333333333,0.533333333333333,0.0666666666666667,0,0.0666666666666667,0
"1187","AL Menaria","RE van der Merwe",0.2,0.6,0,0,0,0.2
"1188","AL Menaria","RJ Harris",0.285714285714286,0.714285714285714,0,0,0,0
"1189","AL Menaria","RP Singh",0.333333333333333,0.333333333333333,0,0,0.166666666666667,0.166666666666667
"1190","AL Menaria","S Aravind",0.5,0.5,0,0,0,0
"1191","AL Menaria","S Nadeem",0.6,0.2,0,0,0,0.2
"1192","AL Menaria","S Randiv",0.666666666666667,0.333333333333333,0,0,0,0
"1193","AL Menaria","S Sreesanth",0.75,0,0,0,0,0.25
"1194","AL Menaria","SB Jakati",0.428571428571429,0.428571428571429,0.142857142857143,0,0,0
"1195","AL Menaria","Shakib Al Hasan",0.333333333333333,0.583333333333333,0,0,0.0833333333333333,0
"1196","AL Menaria","SL Malinga",0.5,0.5,0,0,0,0
"1197","AL Menaria","SP Narine",0.25,0.375,0.25,0,0.125,0
"1198","AL Menaria","V Pratap Singh",1,0,0,0,0,0
"1199","AL Menaria","Y Gnaneswara Rao",0.4,0.2,0.2,0,0.2,0
"1200","AL Menaria","YK Pathan",0.5,0.4375,0,0,0,0.0625
"1201","AM Nayar","A Ashish Reddy",0,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"1202","AM Nayar","A Flintoff",0.25,0.125,0.125,0,0.125,0.375
"1203","AM Nayar","A Kumble",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"1204","AM Nayar","A Mishra",0.541666666666667,0.375,0.0416666666666667,0,0.0416666666666667,0
"1205","AM Nayar","A Nehra",0.714285714285714,0.285714285714286,0,0,0,0
"1206","AM Nayar","AB Agarkar",0.285714285714286,0.571428571428571,0,0,0.142857142857143,0
"1207","AM Nayar","AB Dinda",0.714285714285714,0.285714285714286,0,0,0,0
"1208","AM Nayar","AC Thomas",1,0,0,0,0,0
"1209","AM Nayar","AM Salvi",1,0,0,0,0,0
"1210","AM Nayar","AN Ahmed",0.25,0.75,0,0,0,0
"1211","AM Nayar","AR Patel",0.666666666666667,0.333333333333333,0,0,0,0
"1212","AM Nayar","Azhar Mahmood",0.428571428571429,0.285714285714286,0.142857142857143,0,0.142857142857143,0
"1213","AM Nayar","B Akhil",0.4,0.4,0,0,0.2,0
"1214","AM Nayar","B Geeves",1,0,0,0,0,0
"1215","AM Nayar","BAW Mendis",1,0,0,0,0,0
"1216","AM Nayar","BJ Hodge",0.333333333333333,0.444444444444444,0.111111111111111,0,0.111111111111111,0
"1217","AM Nayar","BW Hilfenhaus",0.6,0.2,0,0,0.2,0
"1218","AM Nayar","CH Gayle",0.666666666666667,0.333333333333333,0,0,0,0
"1219","AM Nayar","D du Preez",0,0.4,0.2,0,0.4,0
"1220","AM Nayar","D Kalyankrishna",0.285714285714286,0.428571428571429,0,0,0.142857142857143,0.142857142857143
"1221","AM Nayar","DE Bollinger",0.333333333333333,0.666666666666667,0,0,0,0
"1222","AM Nayar","DJ Bravo",1,0,0,0,0,0
"1223","AM Nayar","DL Vettori",0,1,0,0,0,0
"1224","AM Nayar","DNT Zoysa",0.285714285714286,0.285714285714286,0,0,0.285714285714286,0.142857142857143
"1225","AM Nayar","DP Nannes",0,0.5,0,0,0.5,0
"1226","AM Nayar","DT Christian",0.571428571428571,0,0.142857142857143,0,0.285714285714286,0
"1227","AM Nayar","DW Steyn",0.4,0.5,0,0,0.1,0
"1228","AM Nayar","FH Edwards",1,0,0,0,0,0
"1229","AM Nayar","GJ Maxwell",0.5,0.5,0,0,0,0
"1230","AM Nayar","Harbhajan Singh",0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0
"1231","AM Nayar","I Sharma",0.2,0.4,0.4,0,0,0
"1232","AM Nayar","IC Pandey",1,0,0,0,0,0
"1233","AM Nayar","IK Pathan",0.5,0.3,0.2,0,0,0
"1234","AM Nayar","Iqbal Abdulla",1,0,0,0,0,0
"1235","AM Nayar","J Botha",0.222222222222222,0.333333333333333,0.111111111111111,0,0.222222222222222,0.111111111111111
"1236","AM Nayar","JA Morkel",0.333333333333333,0.5,0,0,0,0.166666666666667
"1237","AM Nayar","JD Ryder",0.411764705882353,0.470588235294118,0,0,0.117647058823529,0
"1238","AM Nayar","JDP Oram",1,0,0,0,0,0
"1239","AM Nayar","JH Kallis",0.285714285714286,0.571428571428571,0,0,0.142857142857143,0
"1240","AM Nayar","Joginder Sharma",0.142857142857143,0.571428571428571,0,0,0.285714285714286,0
"1241","AM Nayar","JP Duminy",0.333333333333333,0.666666666666667,0,0,0,0
"1242","AM Nayar","JR Hopes",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0
"1243","AM Nayar","K Goel",0,0.75,0,0,0.25,0
"1244","AM Nayar","KA Pollard",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"1245","AM Nayar","KK Cooper",0.666666666666667,0.166666666666667,0,0,0,0.166666666666667
"1246","AM Nayar","KP Pietersen",0.25,0.5,0.25,0,0,0
"1247","AM Nayar","L Balaji",0.2,0.8,0,0,0,0
"1248","AM Nayar","LR Shukla",0,0.5,0.5,0,0,0
"1249","AM Nayar","M Kartik",0.466666666666667,0.466666666666667,0,0,0.0666666666666667,0
"1250","AM Nayar","M Morkel",0.5,0,0,0,0.5,0
"1251","AM Nayar","M Muralitharan",0.4,0.48,0.08,0,0.04,0
"1252","AM Nayar","MG Johnson",0.4,0.4,0.0666666666666667,0,0.133333333333333,0
"1253","AM Nayar","MM Patel",0,0.2,0.4,0,0.4,0
"1254","AM Nayar","MM Sharma",0.333333333333333,0.666666666666667,0,0,0,0
"1255","AM Nayar","MN Samuels",0.5,0.5,0,0,0,0
"1256","AM Nayar","NLTC Perera",1,0,0,0,0,0
"1257","AM Nayar","P Amarnath",0.142857142857143,0.142857142857143,0,0,0.428571428571429,0.142857142857143
"1258","AM Nayar","P Awana",0.583333333333333,0.166666666666667,0.166666666666667,0,0,0.0833333333333333
"1259","AM Nayar","P Kumar",0.285714285714286,0.5,0.142857142857143,0,0.0714285714285714,0
"1260","AM Nayar","PJ Sangwan",0.6,0.4,0,0,0,0
"1261","AM Nayar","PP Chawla",0.3125,0.5625,0.0625,0,0.0625,0
"1262","AM Nayar","PP Ojha",0.5,0.416666666666667,0,0,0.0833333333333333,0
"1263","AM Nayar","R Ashwin",0.5,0.25,0,0,0.25,0
"1264","AM Nayar","R Bhatia",0.333333333333333,0.5,0.166666666666667,0,0,0
"1265","AM Nayar","R Rampaul",0.714285714285714,0.142857142857143,0,0,0.142857142857143,0
"1266","AM Nayar","R Sharma",0.5,0.5,0,0,0,0
"1267","AM Nayar","R Vinay Kumar",0.25,0.3125,0.1875,0,0.1875,0.0625
"1268","AM Nayar","RA Jadeja",0.5,0,0.5,0,0,0
"1269","AM Nayar","RE van der Merwe",0.625,0.25,0.125,0,0,0
"1270","AM Nayar","RG Sharma",1,0,0,0,0,0
"1271","AM Nayar","RJ Harris",0.6,0.2,0,0,0.2,0
"1272","AM Nayar","RP Singh",0.428571428571429,0.285714285714286,0.142857142857143,0,0,0.142857142857143
"1273","AM Nayar","RR Powar",0.5,0.5,0,0,0,0
"1274","AM Nayar","S Aravind",1,0,0,0,0,0
"1275","AM Nayar","SB Bangar",1,0,0,0,0,0
"1276","AM Nayar","SB Jakati",0.25,0.25,0.125,0,0.125,0.25
"1277","AM Nayar","Shahid Afridi",0.111111111111111,0.333333333333333,0.333333333333333,0,0,0.222222222222222
"1278","AM Nayar","SK Raina",0.5,0.4,0,0,0,0.1
"1279","AM Nayar","SK Trivedi",0.272727272727273,0.545454545454545,0.0909090909090909,0,0.0909090909090909,0
"1280","AM Nayar","SK Warne",0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0
"1281","AM Nayar","SL Malinga",0.25,0.625,0.125,0,0,0
"1282","AM Nayar","Sohail Tanvir",1,0,0,0,0,0
"1283","AM Nayar","SR Watson",0.4,0.6,0,0,0,0
"1284","AM Nayar","STR Binny",0,0,1,0,0,0
"1285","AM Nayar","SW Tait",0.5,0.5,0,0,0,0
"1286","AM Nayar","T Thushara",0,0.25,0.5,0,0.25,0
"1287","AM Nayar","TG Southee",1,0,0,0,0,0
"1288","AM Nayar","TL Suman",0,1,0,0,0,0
"1289","AM Nayar","V Sehwag",0.75,0.25,0,0,0,0
"1290","AM Nayar","VR Aaron",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"1291","AM Nayar","VRV Singh",0,0.714285714285714,0,0,0,0.285714285714286
"1292","AM Nayar","WD Parnell",0.6,0.2,0,0,0.2,0
"1293","AM Nayar","Y Venugopal Rao",0.111111111111111,0.666666666666667,0.111111111111111,0,0,0.111111111111111
"1294","AM Nayar","YK Pathan",0.25,0.75,0,0,0,0
"1295","AM Nayar","YS Chahal",0.5,0.25,0,0.25,0,0
"1296","AM Nayar","Z Khan",0.333333333333333,0.666666666666667,0,0,0,0
"1297","AM Rahane","A Ashish Reddy",0.5,0.5,0,0,0,0
"1298","AM Rahane","A Kumble",0.214285714285714,0.428571428571429,0.142857142857143,0,0.214285714285714,0
