"","batsman","bowler","P0","P1","P2","P3","P4","P6"
"7891","LJ Wright","IK Pathan",0.666666666666667,0.333333333333333,0,0,0,0
"7892","LJ Wright","JD Unadkat",1,0,0,0,0,0
"7893","LJ Wright","M Morkel",0.181818181818182,0.454545454545455,0,0,0.363636363636364,0
"7894","LJ Wright","MM Sharma",0.5,0.5,0,0,0,0
"7895","LJ Wright","P Kumar",0.166666666666667,0,0.333333333333333,0,0.333333333333333,0.166666666666667
"7896","LJ Wright","R Rampaul",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"7897","LJ Wright","S Kaul",0.5,0.5,0,0,0,0
"7898","LJ Wright","S Nadeem",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0
"7899","LJ Wright","UT Yadav",0.375,0.3125,0,0,0.25,0.0625
"7900","LMP Simmons","A Mishra",0.3125,0.5,0.0625,0,0.0625,0.0625
"7901","LMP Simmons","A Nehra",0.520833333333333,0.208333333333333,0.0833333333333333,0,0.125,0.0625
"7902","LMP Simmons","AN Ahmed",0.25,0.25,0,0,0.5,0
"7903","LMP Simmons","Ankit Sharma",0.611111111111111,0.277777777777778,0.0555555555555556,0,0.0555555555555556,0
"7904","LMP Simmons","Anureet Singh",0.666666666666667,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0
"7905","LMP Simmons","AR Patel",0.32,0.32,0.08,0,0.16,0.12
"7906","LMP Simmons","B Kumar",0.678571428571429,0.25,0.0357142857142857,0,0.0357142857142857,0
"7907","LMP Simmons","BE Hendricks",0.428571428571429,0.357142857142857,0,0,0.214285714285714,0
"7908","LMP Simmons","CJ Anderson",0.5,0,0,0,0,0.5
"7909","LMP Simmons","D Wiese",0.388888888888889,0.388888888888889,0,0,0.166666666666667,0.0555555555555556
"7910","LMP Simmons","DJ Bravo",0.4,0.6,0,0,0,0
"7911","LMP Simmons","DJ Muthuswami",0.666666666666667,0.333333333333333,0,0,0,0
"7912","LMP Simmons","DR Smith",1,0,0,0,0,0
"7913","LMP Simmons","DS Kulkarni",0.571428571428571,0.238095238095238,0.0476190476190476,0,0.142857142857143,0
"7914","LMP Simmons","DW Steyn",0.333333333333333,0.333333333333333,0.133333333333333,0,0.2,0
"7915","LMP Simmons","GJ Maxwell",0.714285714285714,0.285714285714286,0,0,0,0
"7916","LMP Simmons","HV Patel",0.333333333333333,0.5,0.0833333333333333,0,0,0.0833333333333333
"7917","LMP Simmons","I Sharma",0.5,0.1,0.1,0,0.3,0
"7918","LMP Simmons","IC Pandey",0.68,0.16,0,0,0.16,0
"7919","LMP Simmons","IK Pathan",0.5,0.125,0,0,0.125,0.25
"7920","LMP Simmons","Imran Tahir",0.333333333333333,0,0.166666666666667,0,0.5,0
"7921","LMP Simmons","Iqbal Abdulla",0.538461538461538,0.307692307692308,0.0769230769230769,0,0,0.0769230769230769
"7922","LMP Simmons","J Theron",0.333333333333333,0.666666666666667,0,0,0,0
"7923","LMP Simmons","JD Unadkat",0.5,0.5,0,0,0,0
"7924","LMP Simmons","JP Duminy",0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0
"7925","LMP Simmons","JP Faulkner",0.4,0.1,0,0,0.5,0
"7926","LMP Simmons","K Rabada",0.333333333333333,0.333333333333333,0.111111111111111,0,0.111111111111111,0.111111111111111
"7927","LMP Simmons","Karanveer Singh",0.416666666666667,0.25,0,0.0833333333333333,0.25,0
"7928","LMP Simmons","KK Cooper",0.444444444444444,0.222222222222222,0.111111111111111,0,0.111111111111111,0.111111111111111
"7929","LMP Simmons","KV Sharma",0.269230769230769,0.384615384615385,0.0769230769230769,0,0.115384615384615,0.153846153846154
"7930","LMP Simmons","LH Ferguson",0.833333333333333,0.166666666666667,0,0,0,0
"7931","LMP Simmons","M Morkel",0.75,0.1875,0,0,0,0.0625
"7932","LMP Simmons","M Vijay",0,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"7933","LMP Simmons","MA Starc",0.142857142857143,0.714285714285714,0,0,0.142857142857143,0
"7934","LMP Simmons","MC Henriques",0.538461538461538,0.461538461538462,0,0,0,0
"7935","LMP Simmons","MG Johnson",0.625,0.25,0.125,0,0,0
"7936","LMP Simmons","MJ Henry",0,1,0,0,0,0
"7937","LMP Simmons","MM Sharma",0.3125,0.3125,0.125,0,0.125,0.125
"7938","LMP Simmons","Mohammad Nabi",1,0,0,0,0,0
"7939","LMP Simmons","Mohammed Shami",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"7940","LMP Simmons","NM Coulter-Nile",0.727272727272727,0.0909090909090909,0,0,0.181818181818182,0
"7941","LMP Simmons","P Kumar",0.5,0.444444444444444,0,0,0.0555555555555556,0
"7942","LMP Simmons","P Negi",0.25,0.5625,0.0625,0,0.0625,0.0625
"7943","LMP Simmons","PJ Cummins",0.428571428571429,0,0.285714285714286,0,0.142857142857143,0.142857142857143
"7944","LMP Simmons","PP Chawla",1,0,0,0,0,0
"7945","LMP Simmons","R Ashwin",0.529411764705882,0.294117647058824,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0980392156862745
"7946","LMP Simmons","R Bhatia",0.0909090909090909,0.545454545454545,0.272727272727273,0,0,0.0909090909090909
"7947","LMP Simmons","R Dhawan",0.181818181818182,0.545454545454545,0.0909090909090909,0,0.181818181818182,0
"7948","LMP Simmons","RA Jadeja",0.431818181818182,0.295454545454545,0.0681818181818182,0,0.136363636363636,0.0681818181818182
"7949","LMP Simmons","RP Singh",0.571428571428571,0.285714285714286,0,0,0,0.142857142857143
"7950","LMP Simmons","S Aravind",0.571428571428571,0.285714285714286,0.0714285714285714,0,0.0714285714285714,0
"7951","LMP Simmons","S Badree",0.444444444444444,0.333333333333333,0,0,0,0.222222222222222
"7952","LMP Simmons","S Kaul",0.5,0.333333333333333,0,0,0.166666666666667,0
"7953","LMP Simmons","S Nadeem",0.333333333333333,0.666666666666667,0,0,0,0
"7954","LMP Simmons","Sandeep Sharma",0.3125,0.25,0.125,0,0.28125,0.03125
"7955","LMP Simmons","Shakib Al Hasan",0.5,0.2,0,0,0.3,0
"7956","LMP Simmons","Shivam Sharma",0.285714285714286,0.5,0.0714285714285714,0,0.0714285714285714,0.0714285714285714
"7957","LMP Simmons","SK Raina",0,1,0,0,0,0
"7958","LMP Simmons","SP Narine",0,1,0,0,0,0
"7959","LMP Simmons","SR Watson",0.428571428571429,0.285714285714286,0,0,0.142857142857143,0.142857142857143
"7960","LMP Simmons","STR Binny",0.2,0.6,0,0,0.2,0
"7961","LMP Simmons","TA Boult",0.6875,0.125,0.0625,0,0.125,0
"7962","LMP Simmons","TG Southee",0.5,0.25,0.125,0,0.125,0
"7963","LMP Simmons","UT Yadav",0.428571428571429,0.428571428571429,0.142857142857143,0,0,0
"7964","LMP Simmons","VR Aaron",0.611111111111111,0,0,0,0.333333333333333,0.0555555555555556
"7965","LMP Simmons","Washington Sundar",0.6,0.4,0,0,0,0
"7966","LMP Simmons","WD Parnell",0.5,0.166666666666667,0.166666666666667,0,0.166666666666667,0
"7967","LMP Simmons","YS Chahal",0.307692307692308,0.461538461538462,0.0769230769230769,0,0.0769230769230769,0.0769230769230769
"7968","LMP Simmons","Z Khan",0.416666666666667,0.5,0,0,0,0.0833333333333333
"7969","LPC Silva","AM Nayar",0.666666666666667,0.333333333333333,0,0,0,0
"7970","LPC Silva","CRD Fernando",0,0.666666666666667,0,0,0.333333333333333,0
"7971","LPC Silva","DJ Thornely",0,1,0,0,0,0
"7972","LPC Silva","RR Raje",0.714285714285714,0,0,0,0.285714285714286,0
"7973","LPC Silva","S Sreesanth",0.25,0.25,0.25,0,0.25,0
"7974","LPC Silva","V Kohli",1,0,0,0,0,0
"7975","LPC Silva","VRV Singh",0,0.333333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667
"7976","LR Shukla","A Kumble",0.6,0.4,0,0,0,0
"7977","LR Shukla","A Mishra",0.4,0.4,0,0,0,0.2
"7978","LR Shukla","A Nehra",1,0,0,0,0,0
"7979","LR Shukla","A Singh",1,0,0,0,0,0
"7980","LR Shukla","AA Chavan",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"7981","LR Shukla","AM Nayar",1,0,0,0,0,0
"7982","LR Shukla","B Kumar",0.5,0.5,0,0,0,0
"7983","LR Shukla","BW Hilfenhaus",0.5,0,0,0,0,0.5
"7984","LR Shukla","CRD Fernando",0.333333333333333,0.333333333333333,0,0,0.222222222222222,0.111111111111111
"7985","LR Shukla","DE Bollinger",1,0,0,0,0,0
"7986","LR Shukla","DJ Bravo",0.5,0.277777777777778,0,0,0.166666666666667,0.0555555555555556
"7987","LR Shukla","DS Kulkarni",0,1,0,0,0,0
"7988","LR Shukla","DW Steyn",0.625,0.125,0,0,0.25,0
"7989","LR Shukla","Gagandeep Singh",0.5,0.5,0,0,0,0
"7990","LR Shukla","GD McGrath",0,1,0,0,0,0
"7991","LR Shukla","HV Patel",1,0,0,0,0,0
"7992","LR Shukla","IK Pathan",0.142857142857143,0.857142857142857,0,0,0,0
"7993","LR Shukla","J Botha",0.466666666666667,0.4,0,0,0.0666666666666667,0.0666666666666667
"7994","LR Shukla","JA Morkel",0.25,0.5,0.25,0,0,0
"7995","LR Shukla","JDP Oram",0.125,0.5,0.125,0,0.25,0
"7996","LR Shukla","JM Kemp",0.166666666666667,0.666666666666667,0,0,0.166666666666667,0
"7997","LR Shukla","Joginder Sharma",0.4,0.333333333333333,0.0666666666666667,0,0.133333333333333,0.0666666666666667
"7998","LR Shukla","Kamran Khan",0.333333333333333,0.666666666666667,0,0,0,0
"7999","LR Shukla","KK Cooper",0.5,0.5,0,0,0,0
"8000","LR Shukla","KV Sharma",0.333333333333333,0.666666666666667,0,0,0,0
"8001","LR Shukla","L Balaji",0.4,0.4,0,0,0.2,0
"8002","LR Shukla","M Morkel",0.166666666666667,0.5,0,0,0.166666666666667,0.166666666666667
"8003","LR Shukla","M Muralitharan",0.625,0.375,0,0,0,0
"8004","LR Shukla","M Ntini",0.75,0,0,0,0.25,0
"8005","LR Shukla","MC Henriques",0.75,0,0,0,0.25,0
"8006","LR Shukla","MF Maharoof",0.333333333333333,0.666666666666667,0,0,0,0
"8007","LR Shukla","MM Patel",0.5,0.5,0,0,0,0
"8008","LR Shukla","MS Gony",0,1,0,0,0,0
"8009","LR Shukla","P Amarnath",0,1,0,0,0,0
"8010","LR Shukla","P Kumar",0,1,0,0,0,0
"8011","LR Shukla","PJ Sangwan",0,0.5,0,0,0.5,0
"8012","LR Shukla","PP Chawla",0.5,0,0,0,0.5,0
"8013","LR Shukla","PP Ojha",0.428571428571429,0.428571428571429,0.142857142857143,0,0,0
"8014","LR Shukla","R Ashwin",0.5,0.3,0,0,0.2,0
"8015","LR Shukla","R Vinay Kumar",0.625,0.25,0.125,0,0,0
"8016","LR Shukla","RA Jadeja",0.384615384615385,0.307692307692308,0.230769230769231,0,0.0769230769230769,0
"8017","LR Shukla","RE van der Merwe",0.375,0.125,0.25,0,0.125,0.125
"8018","LR Shukla","RP Singh",0,0,0,0,0.666666666666667,0.333333333333333
"8019","LR Shukla","RR Raje",1,0,0,0,0,0
"8020","LR Shukla","S Nadeem",0.142857142857143,0.571428571428571,0.142857142857143,0,0,0.142857142857143
"8021","LR Shukla","S Randiv",0,0.5,0,0,0.5,0
"8022","LR Shukla","S Sreesanth",0.5,0.5,0,0,0,0
"8023","LR Shukla","SB Jakati",0.25,0.5,0.25,0,0,0
"8024","LR Shukla","SB Styris",0.6,0.2,0,0,0,0.2
"8025","LR Shukla","SK Raina",0.2,0.4,0,0,0,0.4
"8026","LR Shukla","SK Trivedi",0.833333333333333,0.0833333333333333,0,0,0,0.0833333333333333
"8027","LR Shukla","SK Warne",0.428571428571429,0.428571428571429,0.0952380952380952,0,0,0.0476190476190476
"8028","LR Shukla","SL Malinga",0.25,0.5,0.25,0,0,0
"8029","LR Shukla","Sohail Tanvir",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"8030","LR Shukla","SP Narine",0.75,0.25,0,0,0,0
"8031","LR Shukla","SR Watson",0,1,0,0,0,0
"8032","LR Shukla","ST Jayasuriya",0,1,0,0,0,0
"8033","LR Shukla","T Henderson",0.5,0.25,0.125,0,0.125,0
"8034","LR Shukla","TG Southee",0.428571428571429,0.285714285714286,0.142857142857143,0,0.142857142857143,0
"8035","LR Shukla","UT Yadav",0.461538461538462,0.384615384615385,0,0,0.153846153846154,0
"8036","LR Shukla","VR Aaron",0,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"8037","LR Shukla","VRV Singh",0.4,0.4,0.2,0,0,0
"8038","LR Shukla","YK Pathan",0.333333333333333,0.5,0,0,0.166666666666667,0
"8039","LR Shukla","Z Khan",0.571428571428571,0.285714285714286,0.142857142857143,0,0,0
"8040","LRPL Taylor","A Ashish Reddy",0.2,0.4,0.4,0,0,0
"8041","LRPL Taylor","A Flintoff",1,0,0,0,0,0
"8042","LRPL Taylor","A Mishra",0.366666666666667,0.366666666666667,0.1,0,0.0333333333333333,0.133333333333333
"8043","LRPL Taylor","A Nehra",0.375,0.375,0.125,0,0.125,0
"8044","LRPL Taylor","A Singh",0.333333333333333,0.666666666666667,0,0,0,0
"8045","LRPL Taylor","A Symonds",0.666666666666667,0.333333333333333,0,0,0,0
"8046","LRPL Taylor","AA Chavan",0,0.8,0.2,0,0,0
"8047","LRPL Taylor","AA Kazi",0,0.5,0.5,0,0,0
"8048","LRPL Taylor","AB Agarkar",0.2,0.2,0.1,0,0.2,0.2
"8049","LRPL Taylor","AB Dinda",0.1875,0.375,0.125,0,0.25,0.0625
"8050","LRPL Taylor","AC Thomas",0.3,0.4,0.2,0,0,0.1
"8051","LRPL Taylor","AD Mascarenhas",1,0,0,0,0,0
"8052","LRPL Taylor","AD Mathews",0,0.285714285714286,0.142857142857143,0,0.428571428571429,0.142857142857143
"8053","LRPL Taylor","AG Murtaza",0.5,0.5,0,0,0,0
"8054","LRPL Taylor","AM Salvi",0.4,0.2,0,0,0.2,0.2
"8055","LRPL Taylor","Ankit Sharma",0,0,0,1,0,0
"8056","LRPL Taylor","B Lee",0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0
"8057","LRPL Taylor","BAW Mendis",0,0.777777777777778,0.111111111111111,0,0,0.111111111111111
"8058","LRPL Taylor","BW Hilfenhaus",0.25,0.5,0,0,0.25,0
"8059","LRPL Taylor","C Nanda",0.142857142857143,0.571428571428571,0.142857142857143,0,0,0.142857142857143
"8060","LRPL Taylor","CH Morris",0.666666666666667,0,0.333333333333333,0,0,0
"8061","LRPL Taylor","CK Langeveldt",0.333333333333333,0.5,0.166666666666667,0,0,0
"8062","LRPL Taylor","CL White",0.5,0.5,0,0,0,0
"8063","LRPL Taylor","CRD Fernando",0.25,0.75,0,0,0,0
"8064","LRPL Taylor","DE Bollinger",0,0.666666666666667,0,0,0.333333333333333,0
"8065","LRPL Taylor","DJ Bravo",0.5,0.25,0.25,0,0,0
"8066","LRPL Taylor","DL Vettori",0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0
"8067","LRPL Taylor","DP Nannes",0.8,0.2,0,0,0,0
"8068","LRPL Taylor","DR Smith",0.6,0.4,0,0,0,0
"8069","LRPL Taylor","DS Kulkarni",0.5,0.5,0,0,0,0
"8070","LRPL Taylor","DT Christian",0.5,0.25,0.25,0,0,0
"8071","LRPL Taylor","DW Steyn",0.4,0.4,0,0.2,0,0
"8072","LRPL Taylor","GB Hogg",0.363636363636364,0.545454545454545,0.0909090909090909,0,0,0
"8073","LRPL Taylor","GD McGrath",0.166666666666667,0.5,0,0,0.166666666666667,0.166666666666667
"8074","LRPL Taylor","Harbhajan Singh",0.366666666666667,0.433333333333333,0,0.0333333333333333,0,0.166666666666667
"8075","LRPL Taylor","Harmeet Singh",0.25,0.5,0,0,0.25,0
"8076","LRPL Taylor","Harmeet Singh (2)",0.7,0.1,0.1,0,0,0.1
"8077","LRPL Taylor","HV Patel",0.166666666666667,0.5,0,0,0.333333333333333,0
"8078","LRPL Taylor","I Sharma",0.363636363636364,0.363636363636364,0,0,0.181818181818182,0.0909090909090909
"8079","LRPL Taylor","IK Pathan",0,0.5,0,0,0.5,0
"8080","LRPL Taylor","Iqbal Abdulla",0.25,0.75,0,0,0,0
"8081","LRPL Taylor","JA Morkel",0.424242424242424,0.393939393939394,0.0606060606060606,0,0.0909090909090909,0.0303030303030303
"8082","LRPL Taylor","JDP Oram",0.307692307692308,0.384615384615385,0.0769230769230769,0,0.0769230769230769,0.153846153846154
"8083","LRPL Taylor","JE Taylor",0.6,0.2,0.2,0,0,0
"8084","LRPL Taylor","JH Kallis",0.529411764705882,0.352941176470588,0.117647058823529,0,0,0
"8085","LRPL Taylor","Joginder Sharma",0.125,0.75,0.125,0,0,0
"8086","LRPL Taylor","JP Duminy",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"8087","LRPL Taylor","JP Faulkner",0.333333333333333,0.666666666666667,0,0,0,0
"8088","LRPL Taylor","KA Pollard",0.476190476190476,0.523809523809524,0,0,0,0
"8089","LRPL Taylor","KK Cooper",0.538461538461538,0.307692307692308,0.153846153846154,0,0,0
"8090","LRPL Taylor","L Balaji",0.277777777777778,0.444444444444444,0.0555555555555556,0,0.0555555555555556,0.166666666666667
"8091","LRPL Taylor","M Kartik",0.366666666666667,0.4,0.0333333333333333,0,0.1,0.1
"8092","LRPL Taylor","M Morkel",0.4,0.6,0,0,0,0
"8093","LRPL Taylor","M Muralitharan",0.423076923076923,0.346153846153846,0.0384615384615385,0,0.115384615384615,0.0769230769230769
"8094","LRPL Taylor","MA Starc",0.375,0.25,0.125,0,0.25,0
"8095","LRPL Taylor","MG Johnson",0.833333333333333,0,0,0,0.166666666666667,0
"8096","LRPL Taylor","MM Patel",0.272727272727273,0.272727272727273,0,0,0.363636363636364,0.0909090909090909
"8097","LRPL Taylor","Mohammad Asif",0.444444444444444,0.222222222222222,0,0,0.222222222222222,0.111111111111111
"8098","LRPL Taylor","MS Gony",0.25,0.25,0.25,0,0,0.25
"8099","LRPL Taylor","NL McCullum",0.2,0.4,0.2,0,0.2,0
"8100","LRPL Taylor","P Amarnath",0.25,0.625,0.125,0,0,0
"8101","LRPL Taylor","P Awana",0.571428571428571,0.285714285714286,0,0,0.142857142857143,0
"8102","LRPL Taylor","P Kumar",0.666666666666667,0.333333333333333,0,0,0,0
"8103","LRPL Taylor","P Parameswaran",0.285714285714286,0.285714285714286,0,0,0.285714285714286,0
"8104","LRPL Taylor","Pankaj Singh",0.5,0.5,0,0,0,0
"8105","LRPL Taylor","PJ Sangwan",0.461538461538462,0.461538461538462,0,0,0.0769230769230769,0
"8106","LRPL Taylor","PP Chawla",0.681818181818182,0.181818181818182,0.0909090909090909,0,0,0.0454545454545455
"8107","LRPL Taylor","PP Ojha",0.625,0.1875,0.0625,0,0.0625,0.0625
"8108","LRPL Taylor","PV Tambe",0.25,0.75,0,0,0,0
"8109","LRPL Taylor","R Ashwin",0.444444444444444,0.444444444444444,0,0,0.111111111111111,0
"8110","LRPL Taylor","R Bhatia",0.5,0.375,0.125,0,0,0
"8111","LRPL Taylor","R Sathish",0,1,0,0,0,0
"8112","LRPL Taylor","R Sharma",0.6,0.4,0,0,0,0
"8113","LRPL Taylor","R Vinay Kumar",0.75,0.25,0,0,0,0
"8114","LRPL Taylor","RA Jadeja",0.5,0.25,0.25,0,0,0
"8115","LRPL Taylor","RG Sharma",0,0.666666666666667,0.333333333333333,0,0,0
"8116","LRPL Taylor","RJ Peterson",0,1,0,0,0,0
"8117","LRPL Taylor","RP Singh",0.666666666666667,0.333333333333333,0,0,0,0
"8118","LRPL Taylor","RS Bopara",0,1,0,0,0,0
"8119","LRPL Taylor","S Aravind",0,0.666666666666667,0.333333333333333,0,0,0
"8120","LRPL Taylor","S Nadeem",0,0.333333333333333,0.666666666666667,0,0,0
"8121","LRPL Taylor","S Randiv",0.333333333333333,0.666666666666667,0,0,0,0
"8122","LRPL Taylor","S Tyagi",0.428571428571429,0.142857142857143,0.142857142857143,0,0.285714285714286,0
"8123","LRPL Taylor","SB Jakati",0.238095238095238,0.476190476190476,0.19047619047619,0,0,0.0952380952380952
"8124","LRPL Taylor","SC Ganguly",0.166666666666667,0.666666666666667,0,0,0.166666666666667,0
"8125","LRPL Taylor","Shakib Al Hasan",0.533333333333333,0.333333333333333,0.0666666666666667,0,0.0666666666666667,0
"8126","LRPL Taylor","SK Raina",0.5,0,0,0,0,0.5
"8127","LRPL Taylor","SK Trivedi",0.222222222222222,0.666666666666667,0,0,0,0.111111111111111
"8128","LRPL Taylor","SK Warne",0.714285714285714,0.285714285714286,0,0,0,0
"8129","LRPL Taylor","SL Malinga",0.666666666666667,0.333333333333333,0,0,0,0
"8130","LRPL Taylor","SM Pollock",0,1,0,0,0,0
"8131","LRPL Taylor","Sohail Tanvir",0.545454545454545,0,0,0,0.272727272727273,0.181818181818182
"8132","LRPL Taylor","SP Narine",0.333333333333333,0.333333333333333,0.166666666666667,0,0,0.166666666666667
"8133","LRPL Taylor","SR Watson",0.5,0.25,0,0,0.25,0
"8134","LRPL Taylor","ST Jayasuriya",0.2,0.6,0,0,0.2,0
"8135","LRPL Taylor","V Kohli",0.5,0.5,0,0,0,0
"8136","LRPL Taylor","V Pratap Singh",0.4,0.4,0,0,0.2,0
"8137","LRPL Taylor","VR Aaron",0,1,0,0,0,0
"8138","LRPL Taylor","VRV Singh",0.333333333333333,0.166666666666667,0,0,0.5,0
"8139","LRPL Taylor","Y Nagar",0.428571428571429,0.285714285714286,0,0,0,0.285714285714286
"8140","LRPL Taylor","YA Abdulla",0.6,0.2,0,0,0,0.2
"8141","LRPL Taylor","YK Pathan",0.8,0.2,0,0,0,0
"8142","LRPL Taylor","YS Chahal",0.461538461538462,0.538461538461538,0,0,0,0
"8143","LRPL Taylor","Yuvraj Singh",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0
"8144","LRPL Taylor","Z Khan",0.2,0.5,0.2,0,0.1,0
"8145","M Ashwin","KW Richardson",1,0,0,0,0,0
"8146","M de Lange","Imran Tahir",1,0,0,0,0,0
"8147","M de Lange","WD Parnell",0,1,0,0,0,0
"8148","M Kaif","A Mishra",0.5,0.416666666666667,0,0,0,0.0833333333333333
"8149","M Kaif","A Symonds",0.222222222222222,0.333333333333333,0,0,0.111111111111111,0.333333333333333
"8150","M Kaif","AB Agarkar",0.5,0.375,0,0,0,0.125
"8151","M Kaif","AB Dinda",0.4,0.2,0.0666666666666667,0,0.333333333333333,0
"8152","M Kaif","AC Thomas",0.333333333333333,0,0.333333333333333,0,0.333333333333333,0
"8153","M Kaif","AC Voges",0.4,0.4,0,0,0.2,0
"8154","M Kaif","AM Nayar",0,1,0,0,0,0
"8155","M Kaif","B Lee",0.714285714285714,0.142857142857143,0,0,0.142857142857143,0
"8156","M Kaif","CRD Fernando",0.75,0.25,0,0,0,0
"8157","M Kaif","D Kalyankrishna",0,0.5,0,0,0.5,0
"8158","M Kaif","DJ Bravo",1,0,0,0,0,0
"8159","M Kaif","GB Hogg",0,0.666666666666667,0,0,0.333333333333333,0
"8160","M Kaif","GD McGrath",0.714285714285714,0.285714285714286,0,0,0,0
"8161","M Kaif","I Sharma",0.6,0.1,0.2,0,0.1,0
"8162","M Kaif","IK Pathan",0.5,0.5,0,0,0,0
"8163","M Kaif","Iqbal Abdulla",0.25,0.25,0.5,0,0,0
"8164","M Kaif","J Botha",0.571428571428571,0.428571428571429,0,0,0,0
"8165","M Kaif","JA Morkel",0.25,0.5,0,0,0.25,0
"8166","M Kaif","JD Unadkat",0.5,0,0.25,0,0.25,0
"8167","M Kaif","JE Taylor",0.5,0,0.5,0,0,0
"8168","M Kaif","JH Kallis",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"8169","M Kaif","JM Kemp",1,0,0,0,0,0
"8170","M Kaif","L Balaji",0.333333333333333,0.416666666666667,0.25,0,0,0
"8171","M Kaif","LR Shukla",1,0,0,0,0,0
"8172","M Kaif","M Muralitharan",0.4,0.3,0.2,0,0,0.1
"8173","M Kaif","MF Maharoof",0.555555555555556,0.444444444444444,0,0,0,0
"8174","M Kaif","Mohammad Asif",0.5,0.5,0,0,0,0
"8175","M Kaif","PC Valthaty",0.5,0.5,0,0,0,0
"8176","M Kaif","PP Chawla",0.666666666666667,0,0.333333333333333,0,0,0
"8177","M Kaif","PP Ojha",0.5,0.125,0.125,0,0.25,0
"8178","M Kaif","R Ashwin",0.5,0.5,0,0,0,0
"8179","M Kaif","R Bhatia",0.625,0.25,0.125,0,0,0
"8180","M Kaif","R McLaren",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"8181","M Kaif","RJ Harris",1,0,0,0,0,0
"8182","M Kaif","RP Singh",0.571428571428571,0.142857142857143,0.142857142857143,0.142857142857143,0,0
"8183","M Kaif","RR Raje",0.375,0.5,0.125,0,0,0
"8184","M Kaif","S Sreesanth",1,0,0,0,0,0
"8185","M Kaif","SC Ganguly",0.25,0.5,0,0,0.25,0
"8186","M Kaif","Shahid Afridi",0.333333333333333,0.666666666666667,0,0,0,0
"8187","M Kaif","SJ Srivastava",0.5,0,0,0,0.5,0
"8188","M Kaif","SK Raina",0,1,0,0,0,0
"8189","M Kaif","SK Trivedi",0.166666666666667,0.833333333333333,0,0,0,0
"8190","M Kaif","ST Jayasuriya",0.375,0.375,0.25,0,0,0
"8191","M Kaif","TM Dilshan",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"8192","M Kaif","Umar Gul",0.583333333333333,0.333333333333333,0.0833333333333333,0,0,0
"8193","M Kaif","VY Mahesh",0,1,0,0,0,0
"8194","M Kaif","WPUJC Vaas",0,1,0,0,0,0
"8195","M Kaif","YK Pathan",0.333333333333333,0.666666666666667,0,0,0,0
"8196","M Kaif","Z Khan",0.833333333333333,0,0,0,0.166666666666667,0
"8197","M Kartik","A Nehra",0,0.666666666666667,0.333333333333333,0,0,0
"8198","M Kartik","AB McDonald",0.5,0.5,0,0,0,0
"8199","M Kartik","AG Murtaza",0.5,0.5,0,0,0,0
"8200","M Kartik","AN Ahmed",0,0.666666666666667,0,0,0.333333333333333,0
"8201","M Kartik","CRD Fernando",0.25,0.5,0,0,0.25,0
"8202","M Kartik","DE Bollinger",0.5,0.5,0,0,0,0
"8203","M Kartik","DJ Bravo",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0
"8204","M Kartik","DP Nannes",0,1,0,0,0,0
"8205","M Kartik","DS Kulkarni",0.75,0.25,0,0,0,0
"8206","M Kartik","DW Steyn",0.2,0.6,0.2,0,0,0
"8207","M Kartik","FH Edwards",0.25,0.5,0.25,0,0,0
"8208","M Kartik","Harmeet Singh",0,1,0,0,0,0
"8209","M Kartik","I Sharma",0,1,0,0,0,0
"8210","M Kartik","JDP Oram",1,0,0,0,0,0
"8211","M Kartik","JEC Franklin",0.333333333333333,0.666666666666667,0,0,0,0
"8212","M Kartik","L Balaji",1,0,0,0,0,0
"8213","M Kartik","M Muralitharan",0.5,0.333333333333333,0.0833333333333333,0,0.0833333333333333,0
"8214","M Kartik","MM Patel",0.666666666666667,0.333333333333333,0,0,0,0
"8215","M Kartik","MS Gony",0,0.5,0.5,0,0,0
"8216","M Kartik","P Kumar",1,0,0,0,0,0
"8217","M Kartik","PJ Sangwan",0.333333333333333,0.666666666666667,0,0,0,0
"8218","M Kartik","PP Ojha",0.25,0.25,0,0,0.25,0.25
"8219","M Kartik","R Ashwin",0.333333333333333,0.5,0,0,0.166666666666667,0
"8220","M Kartik","R Bhatia",0,0.666666666666667,0.333333333333333,0,0,0
"8221","M Kartik","R Vinay Kumar",0.5,0.25,0,0,0.25,0
"8222","M Kartik","RP Singh",0,1,0,0,0,0
"8223","M Kartik","SB Styris",0,1,0,0,0,0
