,index,batsman,bowler,no_of_times,no_of_balls,p_out,p_not_out,bowler_cluster,batsman_cluster
2288,2607,MEK Hussey,BW Hilfenhaus,1,2,0.5,0.5,4.0,6
2289,2638,MEK Hussey,VR Aaron,1,8,0.125,0.875,2.0,6
2290,2628,MEK Hussey,PP Ojha,1,19,0.0526315789473684,0.947368421052632,5.0,6
2291,2609,MEK Hussey,DS Kulkarni,1,19,0.0526315789473684,0.947368421052632,5.0,6
2292,2631,MEK Hussey,RP Singh,1,26,0.0384615384615385,0.961538461538462,5.0,6
2293,2623,MEK Hussey,M Kartik,1,15,0.0666666666666667,0.933333333333333,3.0,6
2294,2624,MEK Hussey,MJ McClenaghan,1,8,0.125,0.875,3.0,6
2295,2612,MEK Hussey,IK Pathan,2,37,0.0540540540540541,0.945945945945946,6.0,6
2296,2621,MEK Hussey,KW Richardson,1,3,0.333333333333333,0.666666666666667,4.0,6
2297,2614,MEK Hussey,J Syed Mohammad,1,11,0.0909090909090909,0.909090909090909,4.0,6
2298,2632,MEK Hussey,Sandeep Sharma,1,6,0.166666666666667,0.833333333333333,3.0,6
2299,2620,MEK Hussey,KK Cooper,1,19,0.0526315789473684,0.947368421052632,2.0,6
2300,2618,MEK Hussey,JEC Franklin,1,2,0.5,0.5,0.0,6
2301,2630,MEK Hussey,RA Jadeja,2,12,0.166666666666667,0.833333333333333,6.0,6
2302,2604,MEK Hussey,A Symonds,1,2,0.5,0.5,2.0,6
2303,2615,MEK Hussey,JA Morkel,1,6,0.166666666666667,0.833333333333333,5.0,6
2304,2627,MEK Hussey,PP Chawla,1,20,0.05,0.95,1.0,6
2305,2626,MEK Hussey,P Kumar,1,20,0.05,0.95,1.0,6
2306,2639,MEK Hussey,Z Khan,4,36,0.111111111111111,0.888888888888889,6.0,6
2307,2955,NJ Maddinson,SL Malinga,1,4,0.25,0.75,6.0,0
2308,2954,NJ Maddinson,Mohammed Shami,1,4,0.25,0.75,2.0,0
2309,2953,NJ Maddinson,IC Pandey,1,7,0.142857142857143,0.857142857142857,4.0,0
2310,731,C Madan,AB McDonald,1,1,1,0,4.0,0
2311,3742,S Chanderpaul,I Sharma,1,8,0.125,0.875,5.0,0
2312,3743,S Chanderpaul,SR Watson,1,7,0.142857142857143,0.857142857142857,6.0,0
2313,3741,S Chanderpaul,DS Kulkarni,1,5,0.2,0.8,5.0,0
2314,4783,Y Nagar,B Lee,1,10,0.1,0.9,2.0,9
2315,4780,Y Nagar,A Singh,1,8,0.125,0.875,4.0,9
2316,4790,Y Nagar,SL Malinga,1,1,1,0,6.0,9
2317,4779,Y Nagar,A Kumble,1,9,0.111111111111111,0.888888888888889,2.0,9
2318,4788,Y Nagar,R Vinay Kumar,1,18,0.0555555555555556,0.944444444444444,6.0,9
2319,4787,Y Nagar,L Balaji,1,3,0.333333333333333,0.666666666666667,5.0,9
2320,4786,Y Nagar,Harbhajan Singh,1,1,1,0,1.0,9
2321,4782,Y Nagar,AM Nayar,1,4,0.25,0.75,4.0,9
2322,4791,Y Nagar,WPUJC Vaas,1,1,1,0,4.0,9
2323,4784,Y Nagar,DL Vettori,1,4,0.25,0.75,2.0,9
2324,4781,Y Nagar,AC Thomas,1,6,0.166666666666667,0.833333333333333,4.0,9
2325,4789,Y Nagar,RJ Harris,1,4,0.25,0.75,2.0,9
2326,4785,Y Nagar,DT Christian,1,8,0.125,0.875,2.0,9
2327,2814,Mohammed Shami,AR Patel,1,3,0.333333333333333,0.666666666666667,3.0,0
2328,2816,Mohammed Shami,R Ashwin,1,3,0.333333333333333,0.666666666666667,6.0,0
2329,2815,Mohammed Shami,KK Cooper,1,6,0.166666666666667,0.833333333333333,2.0,0
2330,435,Anirudh Singh,Bipul Sharma,1,1,1,0,4.0,0
2331,436,Anirudh Singh,JH Kallis,1,1,1,0,5.0,0
2332,437,Anirudh Singh,LR Shukla,1,10,0.1,0.9,4.0,0
2333,438,Anirudh Singh,SK Warne,1,7,0.142857142857143,0.857142857142857,3.0,0
2334,3463,RE van der Merwe,A Singh,1,2,0.5,0.5,4.0,7
2335,3471,RE van der Merwe,R Ashwin,1,5,0.2,0.8,6.0,7
2336,3467,RE van der Merwe,I Sharma,1,3,0.333333333333333,0.666666666666667,5.0,7
2337,3466,RE van der Merwe,Harbhajan Singh,1,3,0.333333333333333,0.666666666666667,1.0,7
2338,3470,RE van der Merwe,PP Ojha,1,10,0.1,0.9,5.0,7
2339,3465,RE van der Merwe,AD Mathews,1,2,0.5,0.5,2.0,7
2340,3469,RE van der Merwe,P Awana,1,6,0.166666666666667,0.833333333333333,2.0,7
2341,3464,RE van der Merwe,A Symonds,1,10,0.1,0.9,2.0,7
2342,3468,RE van der Merwe,JA Morkel,1,9,0.111111111111111,0.888888888888889,5.0,7
2343,3472,RE van der Merwe,YA Abdulla,1,4,0.25,0.75,4.0,7
2344,3902,SB Jakati,DP Nannes,1,7,0.142857142857143,0.857142857142857,2.0,0
2345,4458,T Kohli,AB Dinda,1,1,1,0,5.0,0
2346,4459,T Kohli,GD McGrath,1,10,0.1,0.9,4.0,0
2347,452,AP Majumdar,J Botha,1,2,0.5,0.5,2.0,7
2348,451,AP Majumdar,HV Patel,1,10,0.1,0.9,2.0,7
2349,450,AP Majumdar,A Chandila,1,3,0.333333333333333,0.666666666666667,0.0,7
2350,453,AP Majumdar,Shakib Al Hasan,1,7,0.142857142857143,0.857142857142857,3.0,7
2351,1247,DS Lehmann,MF Maharoof,1,2,0.5,0.5,4.0,0
2352,1246,DS Lehmann,IK Pathan,1,7,0.142857142857143,0.857142857142857,6.0,0
2353,1346,FY Fazal,M Muralitharan,1,5,0.2,0.8,3.0,7
2354,1347,FY Fazal,MF Maharoof,1,2,0.5,0.5,4.0,7
2355,1351,FY Fazal,SE Bond,1,9,0.111111111111111,0.888888888888889,0.0,7
2356,1350,FY Fazal,SB Jakati,1,3,0.333333333333333,0.666666666666667,3.0,7
2357,1348,FY Fazal,PP Ojha,1,10,0.1,0.9,5.0,7
2358,1349,FY Fazal,RP Singh,1,16,0.0625,0.9375,5.0,7
2359,2703,MK Pandey,KA Pollard,1,26,0.0384615384615385,0.961538461538462,3.0,1
2360,2706,MK Pandey,M Muralitharan,1,11,0.0909090909090909,0.909090909090909,3.0,1
2361,2695,MK Pandey,DR Smith,1,2,0.5,0.5,2.0,1
2362,2689,MK Pandey,AR Patel,2,27,0.0740740740740741,0.925925925925926,3.0,1
2363,2719,MK Pandey,SK Trivedi,2,13,0.153846153846154,0.846153846153846,3.0,1
2364,2690,MK Pandey,B Kumar,2,13,0.153846153846154,0.846153846153846,6.0,1
2365,2712,MK Pandey,R Ashwin,1,24,0.0416666666666667,0.958333333333333,6.0,1
2366,2693,MK Pandey,DJ Muthuswami,1,3,0.333333333333333,0.666666666666667,0.0,1
2367,2715,MK Pandey,S Aravind,1,8,0.125,0.875,2.0,1
2368,2724,MK Pandey,TG Southee,1,9,0.111111111111111,0.888888888888889,2.0,1
2369,2705,MK Pandey,KV Sharma,2,39,0.0512820512820513,0.948717948717949,3.0,1
2370,2686,MK Pandey,AB McDonald,1,6,0.166666666666667,0.833333333333333,4.0,1
2371,2701,MK Pandey,J Theron,1,2,0.5,0.5,4.0,1
2372,2697,MK Pandey,GJ Maxwell,1,5,0.2,0.8,4.0,1
2373,2720,MK Pandey,SL Malinga,4,35,0.114285714285714,0.885714285714286,6.0,1
2374,2685,MK Pandey,AB Dinda,2,12,0.166666666666667,0.833333333333333,5.0,1
2375,2704,MK Pandey,Karanveer Singh,1,21,0.0476190476190476,0.952380952380952,4.0,1
2376,2688,MK Pandey,Ankit Sharma,1,6,0.166666666666667,0.833333333333333,4.0,1
2377,2684,MK Pandey,A Mishra,2,38,0.0526315789473684,0.947368421052632,1.0,1
2378,2692,MK Pandey,DJ Bravo,2,12,0.166666666666667,0.833333333333333,1.0,1
2379,2721,MK Pandey,Sohail Tanvir,1,4,0.25,0.75,4.0,1
2380,2698,MK Pandey,Harbhajan Singh,4,55,0.0727272727272727,0.927272727272727,1.0,1
2381,2718,MK Pandey,SB Jakati,1,9,0.111111111111111,0.888888888888889,3.0,1
2382,2716,MK Pandey,S Nadeem,2,28,0.0714285714285714,0.928571428571429,3.0,1
2383,2699,MK Pandey,Harmeet Singh,1,5,0.2,0.8,2.0,1
2384,2725,MK Pandey,Yuvraj Singh,1,6,0.166666666666667,0.833333333333333,2.0,1
2385,2710,MK Pandey,PP Ojha,2,57,0.0350877192982456,0.964912280701754,5.0,1
2386,2691,MK Pandey,CRD Fernando,1,8,0.125,0.875,4.0,1
2387,2687,MK Pandey,AD Mathews,1,3,0.333333333333333,0.666666666666667,2.0,1
2388,2722,MK Pandey,SR Watson,1,19,0.0526315789473684,0.947368421052632,6.0,1
2389,2696,MK Pandey,DS Kulkarni,1,14,0.0714285714285714,0.928571428571429,5.0,1
2390,2723,MK Pandey,T Thushara,1,4,0.25,0.75,0.0,1
2391,2700,MK Pandey,Iqbal Abdulla,2,22,0.0909090909090909,0.909090909090909,2.0,1
2392,2708,MK Pandey,P Negi,1,11,0.0909090909090909,0.909090909090909,2.0,1
2393,2717,MK Pandey,Sandeep Sharma,2,25,0.08,0.92,3.0,1
2394,2713,MK Pandey,RA Jadeja,1,9,0.111111111111111,0.888888888888889,6.0,1
2395,2694,MK Pandey,DL Vettori,1,10,0.1,0.9,2.0,1
2396,2702,MK Pandey,JA Morkel,2,24,0.0833333333333333,0.916666666666667,5.0,1
2397,2714,MK Pandey,RJ Harris,2,42,0.0476190476190476,0.952380952380952,2.0,1
2398,2709,MK Pandey,PP Chawla,1,9,0.111111111111111,0.888888888888889,1.0,1
2399,2707,MK Pandey,P Kumar,3,14,0.214285714285714,0.785714285714286,1.0,1
2400,2711,MK Pandey,PV Tambe,2,7,0.285714285714286,0.714285714285714,2.0,1
2401,2726,MK Pandey,Z Khan,1,30,0.0333333333333333,0.966666666666667,6.0,1
2402,4162,SP Fleming,A Kumble,1,10,0.1,0.9,2.0,7
2403,4166,SP Fleming,S Sreesanth,1,2,0.5,0.5,2.0,7
2404,4168,SP Fleming,Sohail Tanvir,1,3,0.333333333333333,0.666666666666667,4.0,7
2405,4167,SP Fleming,SB Styris,1,3,0.333333333333333,0.666666666666667,4.0,7
2406,4164,SP Fleming,DS Kulkarni,1,8,0.125,0.875,5.0,7
2407,4163,SP Fleming,DP Vijaykumar,1,15,0.0666666666666667,0.933333333333333,0.0,7
2408,4169,SP Fleming,VY Mahesh,1,11,0.0909090909090909,0.909090909090909,4.0,7
2409,4165,SP Fleming,Mohammad Asif,1,9,0.111111111111111,0.888888888888889,4.0,7
2410,4716,W Jaffer,A Singh,1,3,0.333333333333333,0.666666666666667,4.0,7
2411,4717,W Jaffer,AB Dinda,1,11,0.0909090909090909,0.909090909090909,5.0,7
2412,4718,W Jaffer,GD McGrath,1,6,0.166666666666667,0.833333333333333,4.0,7
2413,4719,W Jaffer,P Amarnath,1,7,0.142857142857143,0.857142857142857,0.0,7
2414,4721,W Jaffer,S Sreesanth,1,5,0.2,0.8,2.0,7
2415,4720,W Jaffer,PP Ojha,1,5,0.2,0.8,5.0,7
2416,4722,W Jaffer,Z Khan,1,7,0.142857142857143,0.857142857142857,6.0,7
2417,2659,Misbah-ul-Haq,L Balaji,1,3,0.333333333333333,0.666666666666667,5.0,7
2418,2657,Misbah-ul-Haq,CRD Fernando,1,1,1,0,4.0,7
2419,2658,Misbah-ul-Haq,DB Ravi Teja,1,1,1,0,0.0,7
2420,2661,Misbah-ul-Haq,PP Chawla,1,4,0.25,0.75,1.0,7
2421,2660,Misbah-ul-Haq,MM Patel,1,1,1,0,3.0,7
2422,2662,Misbah-ul-Haq,Shahid Afridi,1,1,1,0,0.0,7
2423,3156,Pankaj Singh,KA Pollard,1,2,0.5,0.5,3.0,0
2424,3155,Pankaj Singh,IK Pathan,1,6,0.166666666666667,0.833333333333333,6.0,0
2425,3592,RR Rossouw,KV Sharma,1,6,0.166666666666667,0.833333333333333,3.0,0
2426,3593,RR Rossouw,SL Malinga,1,5,0.2,0.8,6.0,0
2427,3591,RR Rossouw,Harbhajan Singh,1,1,1,0,1.0,0
2428,3590,RR Rossouw,A Nehra,2,9,0.222222222222222,0.777777777777778,5.0,0
2429,3809,S Nadeem,KA Pollard,1,1,1,0,3.0,0
2430,3807,S Nadeem,BCJ Cutting,1,2,0.5,0.5,4.0,0
2431,3806,S Nadeem,AB Dinda,1,3,0.333333333333333,0.666666666666667,5.0,0
2432,3810,S Nadeem,MA Starc,1,3,0.333333333333333,0.666666666666667,2.0,0
2433,3811,S Nadeem,PP Ojha,1,2,0.5,0.5,5.0,0
2434,3812,S Nadeem,RA Jadeja,1,4,0.25,0.75,6.0,0
2435,3808,S Nadeem,DW Steyn,1,1,1,0,5.0,0
2436,372,AM Nayar,RG Sharma,1,3,0.333333333333333,0.666666666666667,4.0,3
2437,374,AM Nayar,S Aravind,1,3,0.333333333333333,0.666666666666667,2.0,3
2438,377,AM Nayar,TG Southee,1,1,1,0,2.0,3
2439,378,AM Nayar,V Sehwag,1,4,0.25,0.75,0.0,3
2440,375,AM Nayar,SL Malinga,1,8,0.125,0.875,6.0,3
2441,356,AM Nayar,B Geeves,1,1,1,0,0.0,3
2442,352,AM Nayar,A Mishra,1,24,0.0416666666666667,0.958333333333333,1.0,3
2443,368,AM Nayar,NLTC Perera,1,2,0.5,0.5,2.0,3
2444,366,AM Nayar,KP Pietersen,1,4,0.25,0.75,0.0,3
2445,376,AM Nayar,Sohail Tanvir,1,2,0.5,0.5,4.0,3
2446,361,AM Nayar,Harbhajan Singh,1,6,0.166666666666667,0.833333333333333,1.0,3
2447,358,AM Nayar,DNT Zoysa,1,7,0.142857142857143,0.857142857142857,0.0,3
2448,354,AM Nayar,AM Salvi,1,1,1,0,0.0,3
2449,371,AM Nayar,PP Ojha,1,12,0.0833333333333333,0.916666666666667,5.0,3
2450,373,AM Nayar,RP Singh,1,7,0.142857142857143,0.857142857142857,5.0,3
2451,367,AM Nayar,M Kartik,2,15,0.133333333333333,0.866666666666667,3.0,3
2452,363,AM Nayar,JD Ryder,1,17,0.0588235294117647,0.941176470588235,4.0,3
2453,353,AM Nayar,A Nehra,2,7,0.285714285714286,0.714285714285714,5.0,3
2454,362,AM Nayar,IK Pathan,2,10,0.2,0.8,6.0,3
2455,357,AM Nayar,BJ Hodge,1,9,0.111111111111111,0.888888888888889,4.0,3
2456,365,AM Nayar,KK Cooper,1,6,0.166666666666667,0.833333333333333,2.0,3
2457,355,AM Nayar,AN Ahmed,1,4,0.25,0.75,4.0,3
2458,360,AM Nayar,FH Edwards,1,1,1,0,0.0,3
2459,364,AM Nayar,JDP Oram,1,1,1,0,4.0,3
2460,359,AM Nayar,DW Steyn,1,10,0.1,0.9,5.0,3
2461,370,AM Nayar,PP Chawla,1,16,0.0625,0.9375,1.0,3
2462,369,AM Nayar,P Kumar,1,14,0.0714285714285714,0.928571428571429,1.0,3
2463,2334,M Kaif,J Botha,1,7,0.142857142857143,0.857142857142857,2.0,9
2464,2337,M Kaif,M Muralitharan,2,10,0.2,0.8,3.0,9
2465,2344,M Kaif,YK Pathan,1,3,0.333333333333333,0.666666666666667,3.0,9
2466,2336,M Kaif,JD Unadkat,1,4,0.25,0.75,3.0,9
2467,2333,M Kaif,AB Agarkar,1,8,0.125,0.875,2.0,9
2468,2339,M Kaif,R Bhatia,1,8,0.125,0.875,5.0,9
2469,2341,M Kaif,RR Raje,1,8,0.125,0.875,0.0,9
2470,2332,M Kaif,A Mishra,2,12,0.166666666666667,0.833333333333333,1.0,9
2471,2342,M Kaif,S Sreesanth,2,4,0.5,0.5,2.0,9
2472,2335,M Kaif,JA Morkel,1,4,0.25,0.75,5.0,9
2473,2340,M Kaif,RJ Harris,1,1,1,0,2.0,9
2474,2338,M Kaif,PP Chawla,1,3,0.333333333333333,0.666666666666667,1.0,9
2475,2343,M Kaif,Shahid Afridi,1,3,0.333333333333333,0.666666666666667,0.0,9
2476,563,Azhar Mahmood,STR Binny,1,7,0.142857142857143,0.857142857142857,2.0,9
2477,556,Azhar Mahmood,JD Unadkat,1,9,0.111111111111111,0.888888888888889,3.0,9
2478,562,Azhar Mahmood,SP Narine,1,6,0.166666666666667,0.833333333333333,5.0,9
2479,552,Azhar Mahmood,BAW Mendis,1,1,1,0,4.0,9
2480,561,Azhar Mahmood,SL Malinga,1,12,0.0833333333333333,0.916666666666667,6.0,9
2481,564,Azhar Mahmood,UT Yadav,1,11,0.0909090909090909,0.909090909090909,6.0,9
2482,559,Azhar Mahmood,M Morkel,1,1,1,0,5.0,9
2483,550,Azhar Mahmood,A Mishra,2,5,0.4,0.6,1.0,9
2484,554,Azhar Mahmood,DJ Bravo,1,8,0.125,0.875,1.0,9
2485,555,Azhar Mahmood,Harbhajan Singh,1,19,0.0526315789473684,0.947368421052632,1.0,9
2486,560,Azhar Mahmood,PP Ojha,1,8,0.125,0.875,5.0,9
2487,551,Azhar Mahmood,A Nehra,1,2,0.5,0.5,5.0,9
2488,558,Azhar Mahmood,KK Cooper,1,5,0.2,0.8,2.0,9
2489,557,Azhar Mahmood,JP Faulkner,1,7,0.142857142857143,0.857142857142857,3.0,9
2490,553,Azhar Mahmood,CH Morris,1,3,0.333333333333333,0.666666666666667,3.0,9
2491,1564,Harmeet Singh,M Muralitharan,1,1,1,0,3.0,0
2492,1565,Harmeet Singh,SP Narine,1,3,0.333333333333333,0.666666666666667,5.0,0
2493,4478,TL Suman,M Muralitharan,1,5,0.2,0.8,3.0,3
2494,4488,TL Suman,SK Trivedi,1,12,0.0833333333333333,0.916666666666667,3.0,3
2495,4469,TL Suman,A Singh,1,6,0.166666666666667,0.833333333333333,4.0,3
2496,4470,TL Suman,Anand Rajan,1,1,1,0,0.0,3
2497,4485,TL Suman,RR Powar,1,1,1,0,4.0,3
2498,4477,TL Suman,KV Sharma,1,2,0.5,0.5,3.0,3
2499,4487,TL Suman,Shakib Al Hasan,1,5,0.2,0.8,3.0,3
2500,4468,TL Suman,A Kumble,1,19,0.0526315789473684,0.947368421052632,2.0,3
2501,4472,TL Suman,DE Bollinger,1,4,0.25,0.75,2.0,3
2502,4491,TL Suman,UT Yadav,1,6,0.166666666666667,0.833333333333333,6.0,3
2503,4483,TL Suman,R Vinay Kumar,1,16,0.0625,0.9375,6.0,3
2504,4492,TL Suman,WA Mota,1,2,0.5,0.5,0.0,3
2505,4482,TL Suman,R Sharma,1,3,0.333333333333333,0.666666666666667,2.0,3
2506,4473,TL Suman,DJ Bravo,1,9,0.111111111111111,0.888888888888889,1.0,3
2507,4475,TL Suman,Harbhajan Singh,3,20,0.15,0.85,1.0,3
2508,4486,TL Suman,SB Jakati,1,16,0.0625,0.9375,3.0,3
2509,4471,TL Suman,Azhar Mahmood,1,3,0.333333333333333,0.666666666666667,2.0,3
2510,4479,TL Suman,MM Sharma,1,1,1,0,5.0,3
2511,4489,TL Suman,SR Watson,1,2,0.5,0.5,6.0,3
2512,4476,TL Suman,Iqbal Abdulla,1,3,0.333333333333333,0.666666666666667,2.0,3
2513,4490,TL Suman,SW Tait,1,2,0.5,0.5,4.0,3
2514,4480,TL Suman,PJ Sangwan,2,14,0.142857142857143,0.857142857142857,2.0,3
2515,4474,TL Suman,DW Steyn,2,19,0.105263157894737,0.894736842105263,5.0,3
2516,4484,TL Suman,RJ Harris,1,9,0.111111111111111,0.888888888888889,2.0,3
2517,4481,TL Suman,PP Chawla,1,14,0.0714285714285714,0.928571428571429,1.0,3
2518,4549,Umar Gul,Sohail Tanvir,1,4,0.25,0.75,4.0,0
2519,4550,Umar Gul,VRV Singh,1,1,1,0,4.0,0
2520,1519,Gurkeerat Singh,J Botha,1,9,0.111111111111111,0.888888888888889,2.0,9
2521,1526,Gurkeerat Singh,SK Trivedi,1,11,0.0909090909090909,0.909090909090909,3.0,9
2522,1515,Gurkeerat Singh,B Kumar,1,2,0.5,0.5,6.0,9
2523,1525,Gurkeerat Singh,R Ashwin,2,26,0.0769230769230769,0.923076923076923,6.0,9
2524,1528,Gurkeerat Singh,SP Narine,1,8,0.125,0.875,5.0,9
2525,1527,Gurkeerat Singh,SL Malinga,1,1,1,0,6.0,9
2526,1522,Gurkeerat Singh,MA Starc,1,2,0.5,0.5,2.0,9
2527,1529,Gurkeerat Singh,UT Yadav,1,5,0.2,0.8,6.0,9
2528,1521,Gurkeerat Singh,M Morkel,1,3,0.333333333333333,0.666666666666667,5.0,9
2529,1514,Gurkeerat Singh,AD Russell,1,11,0.0909090909090909,0.909090909090909,2.0,9
2530,1530,Gurkeerat Singh,YS Chahal,1,7,0.142857142857143,0.857142857142857,3.0,9
2531,1516,Gurkeerat Singh,DJ Bravo,2,8,0.25,0.75,1.0,9
2532,1523,Gurkeerat Singh,MC Henriques,1,18,0.0555555555555556,0.944444444444444,2.0,9
2533,1518,Gurkeerat Singh,Harbhajan Singh,1,2,0.5,0.5,1.0,9
2534,1520,Gurkeerat Singh,M Kartik,1,4,0.25,0.75,3.0,9
2535,1524,Gurkeerat Singh,P Negi,1,5,0.2,0.8,2.0,9
2536,1517,Gurkeerat Singh,DW Steyn,1,5,0.2,0.8,5.0,9
2537,4101,SK Raina,TM Dilshan,1,22,0.0454545454545455,0.954545454545455,4.0,2
2538,4064,SK Raina,KA Pollard,1,48,0.0208333333333333,0.979166666666667,3.0,2
2539,4068,SK Raina,M Muralitharan,1,18,0.0555555555555556,0.944444444444444,3.0,2
2540,4077,SK Raina,NM Coulter-Nile,1,7,0.142857142857143,0.857142857142857,2.0,2
2541,4052,SK Raina,HV Patel,1,29,0.0344827586206897,0.96551724137931,2.0,2
2542,4106,SK Raina,YK Pathan,3,62,0.0483870967741935,0.951612903225806,3.0,2
2543,4090,SK Raina,RG Sharma,1,7,0.142857142857143,0.857142857142857,4.0,2
2544,4096,SK Raina,SK Trivedi,1,56,0.0178571428571429,0.982142857142857,3.0,2
2545,4075,SK Raina,MP Stoinis,1,8,0.125,0.875,4.0,2
2546,4036,SK Raina,A Singh,2,15,0.133333333333333,0.866666666666667,4.0,2
2547,4043,SK Raina,B Kumar,3,43,0.0697674418604651,0.930232558139535,6.0,2
2548,4066,SK Raina,KV Sharma,1,15,0.0666666666666667,0.933333333333333,3.0,2
2549,4057,SK Raina,J Theron,2,6,0.333333333333333,0.666666666666667,4.0,2
2550,4050,SK Raina,GJ Maxwell,1,9,0.111111111111111,0.888888888888889,4.0,2
2551,4098,SK Raina,SL Malinga,1,52,0.0192307692307692,0.980769230769231,6.0,2
2552,4038,SK Raina,AB Dinda,1,36,0.0277777777777778,0.972222222222222,5.0,2
2553,4069,SK Raina,MA Khote,1,5,0.2,0.8,0.0,2
2554,4094,SK Raina,SB Bangar,1,6,0.166666666666667,0.833333333333333,0.0,2
2555,4095,SK Raina,Shakib Al Hasan,2,24,0.0833333333333333,0.916666666666667,3.0,2
2556,4085,SK Raina,R Bhatia,2,39,0.0512820512820513,0.948717948717949,5.0,2
2557,4086,SK Raina,R Ninan,1,10,0.1,0.9,0.0,2
2558,4055,SK Raina,J Suchith,1,3,0.333333333333333,0.666666666666667,4.0,2
2559,4102,SK Raina,UT Yadav,1,68,0.0147058823529412,0.985294117647059,6.0,2
2560,4041,SK Raina,Ankit Sharma,1,5,0.2,0.8,4.0,2
2561,4088,SK Raina,R Vinay Kumar,1,62,0.0161290322580645,0.983870967741935,6.0,2
2562,4061,SK Raina,JH Kallis,2,64,0.03125,0.96875,5.0,2
2563,4104,SK Raina,WA Mota,2,4,0.5,0.5,0.0,2
2564,4040,SK Raina,AD Russell,2,12,0.166666666666667,0.833333333333333,2.0,2
2565,4034,SK Raina,A Mishra,3,55,0.0545454545454545,0.945454545454545,1.0,2
2566,4062,SK Raina,JJ Bumrah,1,20,0.05,0.95,3.0,2
2567,4076,SK Raina,NLTC Perera,1,28,0.0357142857142857,0.964285714285714,2.0,2
2568,4087,SK Raina,R Sharma,1,18,0.0555555555555556,0.944444444444444,2.0,2
2569,4107,SK Raina,YS Chahal,3,44,0.0681818181818182,0.931818181818182,3.0,2
2570,4047,SK Raina,DJ Bravo,4,33,0.121212121212121,0.878787878787879,1.0,2
2571,4093,SK Raina,S Sreesanth,1,26,0.0384615384615385,0.961538461538462,2.0,2
2572,4053,SK Raina,I Sharma,1,36,0.0277777777777778,0.972222222222222,5.0,2
2573,4070,SK Raina,MC Henriques,1,13,0.0769230769230769,0.923076923076923,2.0,2
2574,4051,SK Raina,Harbhajan Singh,4,113,0.0353982300884956,0.964601769911504,1.0,2
2575,4045,SK Raina,CH Gayle,1,25,0.04,0.96,2.0,2
2576,4089,SK Raina,RE van der Merwe,1,9,0.111111111111111,0.888888888888889,4.0,2
2577,4081,SK Raina,Pankaj Singh,1,13,0.0769230769230769,0.923076923076923,4.0,2
2578,4042,SK Raina,Azhar Mahmood,1,14,0.0714285714285714,0.928571428571429,2.0,2
2579,4108,SK Raina,Yuvraj Singh,1,6,0.166666666666667,0.833333333333333,2.0,2
2580,4103,SK Raina,VR Aaron,1,17,0.0588235294117647,0.941176470588235,2.0,2
2581,4084,SK Raina,PP Ojha,2,45,0.0444444444444444,0.955555555555556,5.0,2
2582,4074,SK Raina,MM Sharma,1,8,0.125,0.875,5.0,2
2583,4067,SK Raina,M Ashwin,1,12,0.0833333333333333,0.916666666666667,4.0,2
2584,4099,SK Raina,SR Watson,2,37,0.0540540540540541,0.945945945945946,6.0,2
2585,4048,SK Raina,DS Kulkarni,1,10,0.1,0.9,5.0,2
2586,4092,SK Raina,RP Singh,1,27,0.037037037037037,0.962962962962963,5.0,2
2587,4072,SK Raina,MJ McClenaghan,1,18,0.0555555555555556,0.944444444444444,3.0,2
2588,4035,SK Raina,A Nehra,1,24,0.0416666666666667,0.958333333333333,5.0,2
2589,4054,SK Raina,IK Pathan,1,43,0.0232558139534884,0.976744186046512,6.0,2
2590,4080,SK Raina,P Negi,1,10,0.1,0.9,2.0,2
2591,4044,SK Raina,BJ Hodge,1,5,0.2,0.8,4.0,2
2592,4056,SK Raina,J Syed Mohammad,1,5,0.2,0.8,4.0,2
2593,4065,SK Raina,KK Cooper,2,13,0.153846153846154,0.846153846153846,2.0,2
2594,4082,SK Raina,PJ Sangwan,2,21,0.0952380952380952,0.904761904761905,2.0,2
2595,4060,SK Raina,JEC Franklin,1,5,0.2,0.8,0.0,2
2596,4100,SK Raina,TA Boult,1,2,0.5,0.5,2.0,2
2597,4078,SK Raina,P Awana,1,24,0.0416666666666667,0.958333333333333,2.0,2
2598,4105,SK Raina,WPUJC Vaas,1,3,0.333333333333333,0.666666666666667,4.0,2
2599,4097,SK Raina,SK Warne,3,62,0.0483870967741935,0.951612903225806,3.0,2
2600,4063,SK Raina,JP Faulkner,1,6,0.166666666666667,0.833333333333333,3.0,2
2601,4037,SK Raina,A Symonds,1,17,0.0588235294117647,0.941176470588235,2.0,2
2602,4058,SK Raina,J Yadav,1,1,1,0,0.0,2
2603,4039,SK Raina,AC Thomas,1,10,0.1,0.9,4.0,2
2604,4091,SK Raina,RJ Harris,1,7,0.142857142857143,0.857142857142857,2.0,2
2605,4046,SK Raina,CH Morris,3,18,0.166666666666667,0.833333333333333,3.0,2
2606,4049,SK Raina,DT Christian,1,14,0.0714285714285714,0.928571428571429,2.0,2
2607,4083,SK Raina,PP Chawla,4,80,0.05,0.95,1.0,2
2608,4059,SK Raina,JDS Neesham,1,13,0.0769230769230769,0.923076923076923,0.0,2
2609,4073,SK Raina,MM Patel,2,37,0.0540540540540541,0.945945945945946,3.0,2
2610,4079,SK Raina,P Kumar,3,47,0.0638297872340425,0.936170212765957,1.0,2
2611,4109,SK Raina,Z Khan,2,37,0.0540540540540541,0.945945945945946,6.0,2
