,index,batsman,bowler,no_of_times,no_of_balls,p_out,p_not_out,bowler_cluster,batsman_cluster
841,1143,DPMD Jayawardene,AB Agarkar,1,35,0.0285714285714286,0.971428571428571,2.0,6
842,1168,DPMD Jayawardene,P Parameswaran,1,1,1,0,0.0,6
843,1175,DPMD Jayawardene,RJ Peterson,1,4,0.25,0.75,0.0,6
844,1179,DPMD Jayawardene,SL Malinga,3,40,0.075,0.925,6.0,6
845,1144,DPMD Jayawardene,AB Dinda,1,12,0.0833333333333333,0.916666666666667,5.0,6
846,1180,DPMD Jayawardene,SM Harwood,1,4,0.25,0.75,0.0,6
847,1142,DPMD Jayawardene,AA Chavan,1,5,0.2,0.8,4.0,6
848,1170,DPMD Jayawardene,PD Collingwood,1,5,0.2,0.8,0.0,6
849,1157,DPMD Jayawardene,I Sharma,3,21,0.142857142857143,0.857142857142857,5.0,6
850,1177,DPMD Jayawardene,Shoaib Malik,1,3,0.333333333333333,0.666666666666667,0.0,6
851,1163,DPMD Jayawardene,L Balaji,1,37,0.027027027027027,0.972972972972973,5.0,6
852,1156,DPMD Jayawardene,Harbhajan Singh,1,38,0.0263157894736842,0.973684210526316,1.0,6
853,1174,DPMD Jayawardene,RE van der Merwe,1,12,0.0833333333333333,0.916666666666667,4.0,6
854,1169,DPMD Jayawardene,Pankaj Singh,1,3,0.333333333333333,0.666666666666667,4.0,6
855,1149,DPMD Jayawardene,Azhar Mahmood,1,22,0.0454545454545455,0.954545454545455,2.0,6
856,1182,DPMD Jayawardene,Umar Gul,1,3,0.333333333333333,0.666666666666667,0.0,6
857,1183,DPMD Jayawardene,WD Parnell,1,11,0.0909090909090909,0.909090909090909,2.0,6
858,1152,DPMD Jayawardene,CRD Fernando,1,2,0.5,0.5,4.0,6
859,1146,DPMD Jayawardene,AD Mathews,1,9,0.111111111111111,0.888888888888889,2.0,6
860,1176,DPMD Jayawardene,Sandeep Sharma (1),1,6,0.166666666666667,0.833333333333333,,6
861,1148,DPMD Jayawardene,AP Dole,1,9,0.111111111111111,0.888888888888889,0.0,6
862,1158,DPMD Jayawardene,Iqbal Abdulla,1,28,0.0357142857142857,0.964285714285714,2.0,6
863,1153,DPMD Jayawardene,D Salunkhe,1,3,0.333333333333333,0.666666666666667,0.0,6
864,1171,DPMD Jayawardene,PJ Sangwan,1,8,0.125,0.875,2.0,6
865,1154,DPMD Jayawardene,DL Vettori,3,17,0.176470588235294,0.823529411764706,2.0,6
866,1141,DPMD Jayawardene,A Symonds,1,12,0.0833333333333333,0.916666666666667,2.0,6
867,1162,DPMD Jayawardene,JDP Oram,1,1,1,0,4.0,6
868,1147,DPMD Jayawardene,AG Murtaza,1,11,0.0909090909090909,0.909090909090909,4.0,6
869,1145,DPMD Jayawardene,AC Thomas,1,12,0.0833333333333333,0.916666666666667,4.0,6
870,1160,DPMD Jayawardene,JA Morkel,3,20,0.15,0.85,5.0,6
871,1151,DPMD Jayawardene,CH Morris,1,6,0.166666666666667,0.833333333333333,3.0,6
872,1155,DPMD Jayawardene,DT Christian,1,2,0.5,0.5,2.0,6
873,1181,DPMD Jayawardene,ST Jayasuriya,1,2,0.5,0.5,4.0,6
874,1166,DPMD Jayawardene,MM Patel,1,29,0.0344827586206897,0.96551724137931,3.0,6
875,1167,DPMD Jayawardene,P Kumar,1,39,0.0256410256410256,0.974358974358974,1.0,6
876,1173,DPMD Jayawardene,R Shukla,1,9,0.111111111111111,0.888888888888889,0.0,6
877,1165,DPMD Jayawardene,MG Johnson,1,5,0.2,0.8,3.0,6
878,1914,K Goel,A Singh,1,4,0.25,0.75,4.0,7
879,1919,K Goel,MS Gony,2,20,0.1,0.9,2.0,7
880,1922,K Goel,SL Malinga,1,11,0.0909090909090909,0.909090909090909,6.0,7
881,1915,K Goel,GD McGrath,1,3,0.333333333333333,0.666666666666667,4.0,7
882,1917,K Goel,I Sharma,1,7,0.142857142857143,0.857142857142857,5.0,7
883,1916,K Goel,Harbhajan Singh,1,13,0.0769230769230769,0.923076923076923,1.0,7
884,1920,K Goel,RE van der Merwe,1,4,0.25,0.75,4.0,7
885,1921,K Goel,SB Jakati,1,2,0.5,0.5,3.0,7
886,1923,K Goel,VY Mahesh,1,8,0.125,0.875,4.0,7
887,1918,K Goel,MM Patel,1,16,0.0625,0.9375,3.0,7
888,4524,TM Head,Sandeep Sharma,1,7,0.142857142857143,0.857142857142857,3.0,7
889,4456,Swapnil Singh,AD Russell,1,1,1,0,2.0,0
890,16,A Chopra,PP Ojha,1,6,0.166666666666667,0.833333333333333,5.0,0
891,15,A Chopra,PJ Sangwan,1,10,0.1,0.9,2.0,0
892,13,A Chopra,DW Steyn,1,4,0.25,0.75,5.0,0
893,14,A Chopra,JR Hopes,1,2,0.5,0.5,4.0,0
894,1059,DJ Harris,DE Bollinger,1,4,0.25,0.75,2.0,7
895,1061,DJ Harris,M Morkel,1,8,0.125,0.875,5.0,7
896,1060,DJ Harris,DJ Hussey,1,1,1,0,4.0,7
897,4667,V Sehwag,M Muralitharan,1,18,0.0555555555555556,0.944444444444444,3.0,1
898,4641,V Sehwag,B Lee,1,28,0.0357142857142857,0.964285714285714,2.0,1
899,4662,V Sehwag,Joginder Sharma,1,15,0.0666666666666667,0.933333333333333,4.0,1
900,4640,V Sehwag,B Kumar,1,20,0.05,0.95,6.0,1
901,4660,V Sehwag,JD Unadkat,2,17,0.117647058823529,0.882352941176471,3.0,1
902,4678,V Sehwag,R Ashwin,1,28,0.0357142857142857,0.964285714285714,6.0,1
903,4634,V Sehwag,AB Agarkar,1,10,0.1,0.9,2.0,1
904,4671,V Sehwag,MS Gony,2,23,0.0869565217391304,0.91304347826087,2.0,1
905,4674,V Sehwag,P Parameswaran,1,3,0.333333333333333,0.666666666666667,0.0,1
906,4647,V Sehwag,DJ Thornely,1,1,1,0,0.0,1
907,4681,V Sehwag,RJ Peterson,1,4,0.25,0.75,0.0,1
908,4637,V Sehwag,AD Mascarenhas,1,28,0.0357142857142857,0.964285714285714,4.0,1
909,4690,V Sehwag,TG Southee,1,1,1,0,2.0,1
910,4648,V Sehwag,DJG Sammy,1,1,1,0,4.0,1
911,4636,V Sehwag,AB McDonald,1,1,1,0,4.0,1
912,4683,V Sehwag,S Dhawan,1,2,0.5,0.5,0.0,1
913,4687,V Sehwag,SL Malinga,1,39,0.0256410256410256,0.974358974358974,6.0,1
914,4635,V Sehwag,AB Dinda,1,14,0.0714285714285714,0.928571428571429,5.0,1
915,4644,V Sehwag,DE Bollinger,1,10,0.1,0.9,2.0,1
916,4679,V Sehwag,R Bhatia,1,1,1,0,5.0,1
917,4691,V Sehwag,UT Yadav,2,25,0.08,0.92,6.0,1
918,4680,V Sehwag,R Vinay Kumar,2,32,0.0625,0.9375,6.0,1
919,4661,V Sehwag,JH Kallis,2,35,0.0571428571428571,0.942857142857143,5.0,1
920,4638,V Sehwag,AD Russell,1,2,0.5,0.5,2.0,1
921,4630,V Sehwag,A Mishra,1,26,0.0384615384615385,0.961538461538462,1.0,1
922,4693,V Sehwag,YS Chahal,2,12,0.166666666666667,0.833333333333333,3.0,1
923,4645,V Sehwag,DJ Bravo,1,8,0.125,0.875,1.0,1
924,4646,V Sehwag,DJ Hussey,1,4,0.25,0.75,4.0,1
925,4685,V Sehwag,S Sreesanth,1,21,0.0476190476190476,0.952380952380952,2.0,1
926,4655,V Sehwag,I Sharma,1,23,0.0434782608695652,0.956521739130435,5.0,1
927,4665,V Sehwag,L Balaji,1,26,0.0384615384615385,0.961538461538462,5.0,1
928,4653,V Sehwag,Harbhajan Singh,2,40,0.05,0.95,1.0,1
929,4643,V Sehwag,CH Gayle,1,3,0.333333333333333,0.666666666666667,2.0,1
930,4670,V Sehwag,Mohammed Shami,1,19,0.0526315789473684,0.947368421052632,2.0,1
931,4675,V Sehwag,Pankaj Singh,1,17,0.0588235294117647,0.941176470588235,4.0,1
932,4654,V Sehwag,Harmeet Singh,2,17,0.117647058823529,0.882352941176471,2.0,1
933,4642,V Sehwag,BW Hilfenhaus,2,20,0.1,0.9,4.0,1
934,4677,V Sehwag,PP Ojha,2,25,0.08,0.92,5.0,1
935,4669,V Sehwag,MM Sharma,2,26,0.0769230769230769,0.923076923076923,5.0,1
936,4688,V Sehwag,SR Watson,3,24,0.125,0.875,6.0,1
937,4656,V Sehwag,IC Pandey,1,22,0.0454545454545455,0.954545454545455,4.0,1
938,4650,V Sehwag,DS Kulkarni,1,15,0.0666666666666667,0.933333333333333,5.0,1
939,4682,V Sehwag,RP Singh,1,56,0.0178571428571429,0.982142857142857,5.0,1
940,4666,V Sehwag,M Kartik,1,16,0.0625,0.9375,3.0,1
941,4659,V Sehwag,JD Ryder,1,10,0.1,0.9,4.0,1
942,4632,V Sehwag,A Nehra,3,38,0.0789473684210526,0.921052631578947,5.0,1
943,4657,V Sehwag,IK Pathan,2,17,0.117647058823529,0.882352941176471,6.0,1
944,4649,V Sehwag,DP Vijaykumar,1,2,0.5,0.5,0.0,1
945,4689,V Sehwag,SW Tait,1,13,0.0769230769230769,0.923076923076923,4.0,1
946,4652,V Sehwag,GB Hogg,2,17,0.117647058823529,0.882352941176471,4.0,1
947,4672,V Sehwag,P Awana,2,12,0.166666666666667,0.833333333333333,2.0,1
948,4692,V Sehwag,WPUJC Vaas,2,22,0.0909090909090909,0.909090909090909,4.0,1
949,4664,V Sehwag,JP Faulkner,2,6,0.333333333333333,0.666666666666667,3.0,1
950,4684,V Sehwag,S Narwal,1,2,0.5,0.5,0.0,1
951,4633,V Sehwag,A Symonds,1,14,0.0714285714285714,0.928571428571429,2.0,1
952,4639,V Sehwag,AG Murtaza,1,9,0.111111111111111,0.888888888888889,4.0,1
953,4651,V Sehwag,DW Steyn,2,37,0.0540540540540541,0.945945945945946,5.0,1
954,4658,V Sehwag,JA Morkel,1,45,0.0222222222222222,0.977777777777778,5.0,1
955,4676,V Sehwag,PP Chawla,2,34,0.0588235294117647,0.941176470588235,1.0,1
956,4631,V Sehwag,A Mithun,1,2,0.5,0.5,4.0,1
957,4668,V Sehwag,MM Patel,3,40,0.075,0.925,3.0,1
958,4673,V Sehwag,P Kumar,2,47,0.0425531914893617,0.957446808510638,1.0,1
959,4663,V Sehwag,JP Duminy,2,8,0.25,0.75,2.0,1
960,4686,V Sehwag,Shoaib Akhtar,1,2,0.5,0.5,0.0,1
961,4694,V Sehwag,Z Khan,2,33,0.0606060606060606,0.939393939393939,6.0,1
962,2218,KV Sharma,J Botha,1,10,0.1,0.9,2.0,9
963,2222,KV Sharma,NM Coulter-Nile,2,11,0.181818181818182,0.818181818181818,2.0,9
964,2226,KV Sharma,SL Malinga,1,6,0.166666666666667,0.833333333333333,6.0,9
965,2224,KV Sharma,R Sharma,1,4,0.25,0.75,2.0,9
966,2217,KV Sharma,DJ Bravo,2,19,0.105263157894737,0.894736842105263,1.0,9
967,2225,KV Sharma,SB Styris,1,3,0.333333333333333,0.666666666666667,4.0,9
968,2227,KV Sharma,SR Watson,1,7,0.142857142857143,0.857142857142857,6.0,9
969,2220,KV Sharma,KW Richardson,1,3,0.333333333333333,0.666666666666667,4.0,9
970,2223,KV Sharma,P Awana,1,4,0.25,0.75,2.0,9
971,2219,KV Sharma,JP Faulkner,1,6,0.166666666666667,0.833333333333333,3.0,9
972,2221,KV Sharma,MG Johnson,1,4,0.25,0.75,3.0,9
973,167,AB McDonald,A Kumble,1,2,0.5,0.5,2.0,7
974,169,AB McDonald,DE Bollinger,1,2,0.5,0.5,2.0,7
975,170,AB McDonald,M Morkel,1,3,0.333333333333333,0.666666666666667,5.0,7
976,171,AB McDonald,S Nadeem,1,2,0.5,0.5,3.0,7
977,168,AB McDonald,Azhar Mahmood,1,3,0.333333333333333,0.666666666666667,2.0,7
978,1685,J Theron,SW Tait,1,2,0.5,0.5,4.0,0
979,4319,SS Iyer,HV Patel,1,3,0.333333333333333,0.666666666666667,2.0,8
980,4314,SS Iyer,B Kumar,1,9,0.111111111111111,0.888888888888889,6.0,8
981,4323,SS Iyer,S Aravind,1,5,0.2,0.8,2.0,8
982,4318,SS Iyer,HH Pandya,1,11,0.0909090909090909,0.909090909090909,2.0,8
983,4325,SS Iyer,SL Malinga,1,13,0.0769230769230769,0.923076923076923,6.0,8
984,4312,SS Iyer,AB Dinda,1,11,0.0909090909090909,0.909090909090909,5.0,8
985,4320,SS Iyer,MA Starc,1,8,0.125,0.875,2.0,8
986,4313,SS Iyer,AD Russell,2,25,0.08,0.92,2.0,8
987,4317,SS Iyer,Harbhajan Singh,1,14,0.0714285714285714,0.928571428571429,1.0,8
988,4326,SS Iyer,SN Thakur,1,10,0.1,0.9,2.0,8
989,4327,SS Iyer,SR Watson,1,1,1,0,6.0,8
990,4311,SS Iyer,A Nehra,1,5,0.2,0.8,5.0,8
991,4324,SS Iyer,Sandeep Sharma,2,18,0.111111111111111,0.888888888888889,3.0,8
992,4316,SS Iyer,GB Hogg,1,7,0.142857142857143,0.857142857142857,4.0,8
993,4315,SS Iyer,CH Morris,1,8,0.125,0.875,3.0,8
994,4322,SS Iyer,PP Chawla,1,13,0.0769230769230769,0.923076923076923,1.0,8
995,4321,SS Iyer,P Kumar,1,14,0.0714285714285714,0.928571428571429,1.0,8
996,4461,T Taibu,RP Singh,1,2,0.5,0.5,5.0,0
997,4460,T Taibu,DW Steyn,1,1,1,0,5.0,0
998,3769,S Dhawan,Kuldeep Yadav,1,3,0.333333333333333,0.666666666666667,2.0,5
999,3763,S Dhawan,J Botha,2,30,0.0666666666666667,0.933333333333333,2.0,5
1000,3754,S Dhawan,DR Smith,1,7,0.142857142857143,0.857142857142857,2.0,5
1001,3765,S Dhawan,Jaskaran Singh,1,4,0.25,0.75,0.0,5
1002,3750,S Dhawan,B Lee,1,31,0.032258064516129,0.967741935483871,2.0,5
1003,3792,S Dhawan,SK Trivedi,1,39,0.0256410256410256,0.974358974358974,3.0,5
1004,3745,S Dhawan,A Singh,1,10,0.1,0.9,4.0,5
1005,3749,S Dhawan,B Kumar,1,19,0.0526315789473684,0.947368421052632,6.0,5
1006,3781,S Dhawan,R Ashwin,1,69,0.0144927536231884,0.985507246376812,6.0,5
1007,3746,S Dhawan,AB Agarkar,1,10,0.1,0.9,2.0,5
1008,3776,S Dhawan,MS Gony,1,12,0.0833333333333333,0.916666666666667,2.0,5
1009,3778,S Dhawan,Parvez Rasool,1,4,0.25,0.75,4.0,5
1010,3795,S Dhawan,SP Narine,1,27,0.037037037037037,0.962962962962963,5.0,5
1011,3798,S Dhawan,TG Southee,1,20,0.05,0.95,2.0,5
1012,3785,S Dhawan,RR Powar,1,8,0.125,0.875,4.0,5
1013,3790,S Dhawan,SE Bond,1,17,0.0588235294117647,0.941176470588235,0.0,5
1014,3757,S Dhawan,GJ Maxwell,1,8,0.125,0.875,4.0,5
1015,3793,S Dhawan,SL Malinga,4,49,0.0816326530612245,0.918367346938776,6.0,5
1016,3747,S Dhawan,AB Dinda,1,36,0.0277777777777778,0.972222222222222,5.0,5
1017,3783,S Dhawan,R Dhawan,2,14,0.142857142857143,0.857142857142857,4.0,5
1018,3779,S Dhawan,PC Valthaty,1,14,0.0714285714285714,0.928571428571429,0.0,5
1019,3753,S Dhawan,DE Bollinger,1,17,0.0588235294117647,0.941176470588235,2.0,5
1020,3782,S Dhawan,R Bhatia,2,42,0.0476190476190476,0.952380952380952,5.0,5
1021,3772,S Dhawan,M Morkel,2,61,0.0327868852459016,0.967213114754098,5.0,5
1022,3766,S Dhawan,JH Kallis,2,26,0.0769230769230769,0.923076923076923,5.0,5
1023,3748,S Dhawan,AD Russell,1,15,0.0666666666666667,0.933333333333333,2.0,5
1024,3744,S Dhawan,A Mishra,1,5,0.2,0.8,1.0,5
1025,3801,S Dhawan,YS Chahal,1,27,0.037037037037037,0.962962962962963,3.0,5
1026,3752,S Dhawan,D Wiese,1,2,0.5,0.5,4.0,5
1027,3760,S Dhawan,I Sharma,1,11,0.0909090909090909,0.909090909090909,5.0,5
1028,3758,S Dhawan,Harbhajan Singh,1,72,0.0138888888888889,0.986111111111111,1.0,5
1029,3789,S Dhawan,SB Jakati,2,22,0.0909090909090909,0.909090909090909,3.0,5
1030,3788,S Dhawan,S Nadeem,2,17,0.117647058823529,0.882352941176471,3.0,5
1031,3759,S Dhawan,Harmeet Singh,1,1,1,0,2.0,5
1032,3791,S Dhawan,SK Raina,1,26,0.0384615384615385,0.961538461538462,2.0,5
1033,3802,S Dhawan,Yuvraj Singh,2,5,0.4,0.6,2.0,5
1034,3751,S Dhawan,BW Hilfenhaus,1,14,0.0714285714285714,0.928571428571429,4.0,5
1035,3799,S Dhawan,VR Aaron,1,32,0.03125,0.96875,2.0,5
1036,3786,S Dhawan,RS Bopara,1,4,0.25,0.75,4.0,5
1037,3780,S Dhawan,PP Ojha,2,40,0.05,0.95,5.0,5
1038,3775,S Dhawan,MM Sharma,1,46,0.0217391304347826,0.978260869565217,5.0,5
1039,3796,S Dhawan,SR Watson,2,45,0.0444444444444444,0.955555555555556,6.0,5
1040,3755,S Dhawan,DS Kulkarni,1,67,0.0149253731343284,0.985074626865672,5.0,5
1041,3784,S Dhawan,RP Singh,1,38,0.0263157894736842,0.973684210526316,5.0,5
1042,3771,S Dhawan,M Kartik,1,3,0.333333333333333,0.666666666666667,3.0,5
1043,3774,S Dhawan,MJ McClenaghan,1,22,0.0454545454545455,0.954545454545455,3.0,5
1044,3787,S Dhawan,S Kaul,1,3,0.333333333333333,0.666666666666667,2.0,5
1045,3797,S Dhawan,T Thushara,1,2,0.5,0.5,0.0,5
1046,3762,S Dhawan,Iqbal Abdulla,1,13,0.0769230769230769,0.923076923076923,2.0,5
1047,3794,S Dhawan,SM Pollock,1,8,0.125,0.875,4.0,5
1048,3761,S Dhawan,IK Pathan,2,46,0.0434782608695652,0.956521739130435,6.0,5
1049,3770,S Dhawan,KW Richardson,1,23,0.0434782608695652,0.956521739130435,4.0,5
1050,3756,S Dhawan,GB Hogg,1,16,0.0625,0.9375,4.0,5
1051,3768,S Dhawan,JP Faulkner,4,25,0.16,0.84,3.0,5
1052,3764,S Dhawan,JA Morkel,1,33,0.0303030303030303,0.96969696969697,5.0,5
1053,3800,S Dhawan,YA Abdulla,1,1,1,0,4.0,5
1054,3777,S Dhawan,P Kumar,2,61,0.0327868852459016,0.967213114754098,1.0,5
1055,3767,S Dhawan,JP Duminy,1,8,0.125,0.875,2.0,5
1056,3803,S Dhawan,Z Khan,4,43,0.0930232558139535,0.906976744186047,6.0,5
1057,3773,S Dhawan,MG Johnson,3,26,0.115384615384615,0.884615384615385,3.0,5
1058,683,Bipul Sharma,SP Narine,1,2,0.5,0.5,5.0,7
1059,682,Bipul Sharma,SL Malinga,1,5,0.2,0.8,6.0,7
1060,680,Bipul Sharma,AA Chavan,1,3,0.333333333333333,0.666666666666667,4.0,7
1061,681,Bipul Sharma,CJ Jordan,1,3,0.333333333333333,0.666666666666667,4.0,7
1062,3009,NV Ojha,M Muralitharan,1,27,0.037037037037037,0.962962962962963,3.0,4
1063,2994,NV Ojha,AR Patel,1,15,0.0666666666666667,0.933333333333333,3.0,4
1064,3011,NV Ojha,NM Coulter-Nile,1,11,0.0909090909090909,0.909090909090909,2.0,4
1065,2989,NV Ojha,A Singh,1,3,0.333333333333333,0.666666666666667,4.0,4
1066,3004,NV Ojha,JD Unadkat,1,4,0.25,0.75,3.0,4
1067,3016,NV Ojha,R Ashwin,1,19,0.0526315789473684,0.947368421052632,6.0,4
1068,3020,NV Ojha,S Aravind,1,1,1,0,2.0,4
1069,3024,NV Ojha,SJ Srivastava,1,15,0.0666666666666667,0.933333333333333,4.0,4
1070,3027,NV Ojha,SP Narine,2,43,0.0465116279069767,0.953488372093023,5.0,4
1071,3018,NV Ojha,RN ten Doeschate,1,10,0.1,0.9,0.0,4
1072,2996,NV Ojha,CK Langeveldt,1,3,0.333333333333333,0.666666666666667,0.0,4
1073,2991,NV Ojha,AB Dinda,1,24,0.0416666666666667,0.958333333333333,5.0,4
1074,3023,NV Ojha,Shakib Al Hasan,1,11,0.0909090909090909,0.909090909090909,3.0,4
1075,3017,NV Ojha,R Bhatia,3,31,0.0967741935483871,0.903225806451613,5.0,4
1076,3002,NV Ojha,J Suchith,2,7,0.285714285714286,0.714285714285714,4.0,4
1077,3031,NV Ojha,UT Yadav,2,19,0.105263157894737,0.894736842105263,6.0,4
1078,3008,NV Ojha,M Morkel,1,22,0.0454545454545455,0.954545454545455,5.0,4
1079,3005,NV Ojha,JH Kallis,1,19,0.0526315789473684,0.947368421052632,5.0,4
1080,2987,NV Ojha,A Mishra,2,21,0.0952380952380952,0.904761904761905,1.0,4
1081,3028,NV Ojha,SS Mundhe,1,6,0.166666666666667,0.833333333333333,0.0,4
1082,3034,NV Ojha,YS Chahal,1,7,0.142857142857143,0.857142857142857,3.0,4
1083,2997,NV Ojha,DJ Bravo,1,15,0.0666666666666667,0.933333333333333,1.0,4
1084,2990,NV Ojha,A Zampa,1,2,0.5,0.5,4.0,4
1085,3021,NV Ojha,S Sreesanth,2,28,0.0714285714285714,0.928571428571429,2.0,4
1086,2999,NV Ojha,I Sharma,1,8,0.125,0.875,5.0,4
1087,3032,NV Ojha,V Pratap Singh,1,4,0.25,0.75,4.0,4
1088,3022,NV Ojha,SB Jakati,1,22,0.0454545454545455,0.954545454545455,3.0,4
1089,3012,NV Ojha,Pankaj Singh,1,3,0.333333333333333,0.666666666666667,4.0,4
1090,3025,NV Ojha,SK Raina,1,15,0.0666666666666667,0.933333333333333,2.0,4
1091,3035,NV Ojha,Yuvraj Singh,1,12,0.0833333333333333,0.916666666666667,2.0,4
1092,2995,NV Ojha,BW Hilfenhaus,1,7,0.142857142857143,0.857142857142857,4.0,4
1093,3033,NV Ojha,VR Aaron,2,12,0.166666666666667,0.833333333333333,2.0,4
1094,2993,NV Ojha,AM Salvi,1,6,0.166666666666667,0.833333333333333,0.0,4
1095,3014,NV Ojha,PP Ojha,1,5,0.2,0.8,5.0,4
1096,3019,NV Ojha,RP Singh,4,29,0.137931034482759,0.862068965517241,5.0,4
1097,2988,NV Ojha,A Nehra,1,7,0.142857142857143,0.857142857142857,5.0,4
1098,3030,NV Ojha,T Thushara,1,7,0.142857142857143,0.857142857142857,0.0,4
1099,3001,NV Ojha,Iqbal Abdulla,1,6,0.166666666666667,0.833333333333333,2.0,4
1100,3000,NV Ojha,Imran Tahir,1,3,0.333333333333333,0.666666666666667,2.0,4
1101,3007,NV Ojha,KW Richardson,1,2,0.5,0.5,4.0,4
1102,3026,NV Ojha,SK Warne,1,2,0.5,0.5,3.0,4
1103,2992,NV Ojha,AG Murtaza,2,9,0.222222222222222,0.777777777777778,4.0,4
1104,3003,NV Ojha,JA Morkel,2,42,0.0476190476190476,0.952380952380952,5.0,4
1105,2998,NV Ojha,DT Christian,1,3,0.333333333333333,0.666666666666667,2.0,4
1106,3029,NV Ojha,ST Jayasuriya,1,2,0.5,0.5,4.0,4
1107,3006,NV Ojha,JO Holder,1,7,0.142857142857143,0.857142857142857,4.0,4
1108,3013,NV Ojha,PP Chawla,2,39,0.0512820512820513,0.948717948717949,1.0,4
1109,3010,NV Ojha,MM Patel,1,14,0.0714285714285714,0.928571428571429,3.0,4
1110,3015,NV Ojha,PV Tambe,1,17,0.0588235294117647,0.941176470588235,2.0,4
1111,3036,NV Ojha,Z Khan,2,33,0.0606060606060606,0.939393939393939,6.0,4
1112,1495,GJ Maxwell,M Muralitharan,1,4,0.25,0.75,3.0,4
1113,1485,GJ Maxwell,DR Smith,1,17,0.0588235294117647,0.941176470588235,2.0,4
1114,1487,GJ Maxwell,HV Patel,1,8,0.125,0.875,2.0,4
1115,1490,GJ Maxwell,JD Unadkat,1,2,0.5,0.5,3.0,4
1116,1501,GJ Maxwell,R Ashwin,1,42,0.0238095238095238,0.976190476190476,6.0,4
1117,1502,GJ Maxwell,R Tewatia,1,3,0.333333333333333,0.666666666666667,4.0,4
1118,1504,GJ Maxwell,S Aravind,1,5,0.2,0.8,2.0,4
1119,1507,GJ Maxwell,SP Narine,2,28,0.0714285714285714,0.928571428571429,5.0,4
1120,1489,GJ Maxwell,J Suchith,2,5,0.4,0.6,4.0,4
1121,1510,GJ Maxwell,UT Yadav,2,19,0.105263157894737,0.894736842105263,6.0,4
1122,1494,GJ Maxwell,M Morkel,1,15,0.0666666666666667,0.933333333333333,5.0,4
1123,1482,GJ Maxwell,A Mishra,3,29,0.103448275862069,0.896551724137931,1.0,4
1124,1491,GJ Maxwell,JJ Bumrah,1,11,0.0909090909090909,0.909090909090909,3.0,4
1125,1512,GJ Maxwell,YS Chahal,1,10,0.1,0.9,3.0,4
1126,1484,GJ Maxwell,DJ Bravo,1,3,0.333333333333333,0.666666666666667,1.0,4
1127,1496,GJ Maxwell,MC Henriques,1,2,0.5,0.5,2.0,4
1128,1486,GJ Maxwell,Harbhajan Singh,1,21,0.0476190476190476,0.952380952380952,1.0,4
1129,1511,GJ Maxwell,VR Aaron,1,1,1,0,2.0,4
1130,1498,GJ Maxwell,MM Sharma,1,7,0.142857142857143,0.857142857142857,5.0,4
1131,1508,GJ Maxwell,SR Watson,1,2,0.5,0.5,6.0,4
1132,1497,GJ Maxwell,MJ McClenaghan,1,8,0.125,0.875,3.0,4
1133,1488,GJ Maxwell,Imran Tahir,2,15,0.133333333333333,0.866666666666667,2.0,4
1134,1493,GJ Maxwell,KW Richardson,1,7,0.142857142857143,0.857142857142857,4.0,4
1135,1503,GJ Maxwell,RA Jadeja,1,18,0.0555555555555556,0.944444444444444,6.0,4
1136,1509,GJ Maxwell,TA Boult,1,2,0.5,0.5,2.0,4
1137,1492,GJ Maxwell,JP Faulkner,1,14,0.0714285714285714,0.928571428571429,3.0,4
1138,1483,GJ Maxwell,CH Morris,1,3,0.333333333333333,0.666666666666667,3.0,4
1139,1500,GJ Maxwell,PP Chawla,3,25,0.12,0.88,1.0,4
1140,1506,GJ Maxwell,S Kaushik,1,1,1,0,4.0,4
1141,1499,GJ Maxwell,P Kumar,1,3,0.333333333333333,0.666666666666667,1.0,4
1142,1505,GJ Maxwell,S Gopal,1,1,1,0,4.0,4
1143,3345,R Dravid,TM Dilshan,1,3,0.333333333333333,0.666666666666667,4.0,1
1144,3318,R Dravid,LA Carseldine,1,1,1,0,0.0,1
1145,3321,R Dravid,M Muralitharan,2,46,0.0434782608695652,0.956521739130435,3.0,1
1146,3306,R Dravid,DR Smith,1,5,0.2,0.8,2.0,1
1147,3350,R Dravid,YK Pathan,1,22,0.0454545454545455,0.954545454545455,3.0,1
1148,3325,R Dravid,MS Gony,2,15,0.133333333333333,0.866666666666667,2.0,1
1149,3338,R Dravid,S Tyagi,1,6,0.166666666666667,0.833333333333333,4.0,1
1150,3334,R Dravid,S Aravind,1,10,0.1,0.9,2.0,1
1151,3299,R Dravid,BAW Mendis,1,9,0.111111111111111,0.888888888888889,4.0,1
1152,3300,R Dravid,Bipul Sharma,1,6,0.166666666666667,0.833333333333333,4.0,1
1153,3310,R Dravid,GD McGrath,1,1,1,0,4.0,1
1154,3339,R Dravid,SB Bangar,1,7,0.142857142857143,0.857142857142857,0.0,1
1155,3343,R Dravid,Shakib Al Hasan,1,10,0.1,0.9,3.0,1
1156,3303,R Dravid,DE Bollinger,1,22,0.0454545454545455,0.954545454545455,2.0,1
1157,3330,R Dravid,R Bhatia,1,16,0.0625,0.9375,5.0,1
1158,3346,R Dravid,UT Yadav,1,38,0.0263157894736842,0.973684210526316,6.0,1
1159,3320,R Dravid,M Morkel,1,24,0.0416666666666667,0.958333333333333,5.0,1
1160,3295,R Dravid,A Mishra,1,26,0.0384615384615385,0.961538461538462,1.0,1
1161,3326,R Dravid,NLTC Perera,1,14,0.0714285714285714,0.928571428571429,2.0,1
