5,7.30449251248,36.5833333333,7,34.1353383459,139.050535988,0,30.1162790698,127.964426877,2,1
0,6.73874926943,25.0652173913,0,30.1162790698,127.964426877,7,34.1353383459,139.050535988,6,0
5,8.69594594595,34.7837837838,0,30.1162790698,127.964426877,7,34.1353383459,139.050535988,6,0
0,6.73874926943,25.0652173913,0,30.1162790698,127.964426877,7,34.1353383459,139.050535988,5,0
5,8.69594594595,34.7837837838,0,30.1162790698,127.964426877,7,34.1353383459,139.050535988,18,0
8,7.90540540541,31.2,0,30.6595744681,118.894389439,0,30.1162790698,127.964426877,6,1
4,8.66666666667,0.0,0,30.6595744681,118.894389439,0,30.1162790698,127.964426877,11,0
5,7.30449251248,36.5833333333,0,30.6595744681,118.894389439,0,30.1162790698,127.964426877,8,0
6,11.9298245614,136.0,0,30.6595744681,118.894389439,0,24.0555555556,122.924059617,7,1
8,7.90540540541,31.2,0,24.0555555556,122.924059617,0,30.6595744681,118.894389439,4,0
6,11.9298245614,136.0,0,30.6595744681,118.894389439,0,24.0555555556,122.924059617,9,0
5,8.69594594595,34.7837837838,0,24.0555555556,122.924059617,0,30.6595744681,118.894389439,7,0
8,7.90540540541,31.2,7,37.8829787234,136.751152074,0,24.0555555556,122.924059617,4,1
5,7.30449251248,36.5833333333,0,24.0555555556,122.924059617,7,37.8829787234,136.751152074,18,0
0,6.73874926943,25.0652173913,0,24.0555555556,122.924059617,0,22.9454545455,126.326326326,4,1
8,7.90540540541,31.2,0,24.0555555556,122.924059617,0,22.9454545455,126.326326326,12,0
6,11.9298245614,136.0,0,24.0555555556,122.924059617,0,22.9454545455,126.326326326,12,0
0,6.73874926943,25.0652173913,0,22.9454545455,126.326326326,7,24.35,141.982507289,5,1
6,11.9298245614,136.0,7,24.35,141.982507289,0,22.9454545455,126.326326326,16,0
5,8.69594594595,34.7837837838,0,22.9454545455,126.326326326,7,24.35,141.982507289,22,0
0,6.55905511811,24.99,9,27.75,109.900990099,0,32.6697247706,121.868583162,4,0
8,8.22811301012,27.7529411765,0,32.6697247706,121.868583162,9,27.75,109.900990099,11,0
0,6.55905511811,24.99,0,32.6697247706,121.868583162,9,27.75,109.900990099,5,0
0,7.21875,18.7297297297,9,27.75,109.900990099,0,32.6697247706,121.868583162,9,1
0,6.55905511811,24.99,0,32.6697247706,121.868583162,9,21.7009345794,117.213528521,3,0
0,7.21875,18.7297297297,0,32.6697247706,121.868583162,9,21.7009345794,117.213528521,9,0
3,7.44310575636,44.48,0,26.5,126.357615894,9,21.7009345794,117.213528521,4,1
8,8.22811301012,27.7529411765,9,21.7009345794,117.213528521,0,26.5,126.357615894,8,0
3,7.44310575636,44.48,0,26.5,126.357615894,9,21.7009345794,117.213528521,6,0
0,8.21652251715,22.5819672131,9,21.7009345794,117.213528521,0,26.5,126.357615894,10,0
8,7.82880349891,30.5609756098,9,18.6666666667,111.553784861,0,26.5,126.357615894,5,1
8,8.03878116343,30.8723404255,9,18.6666666667,111.553784861,2,18.2608695652,123.167155425,10,1
