AN Ahmed,10,2,2,22,18*,-,20,110,0,0,0,1,1
CJ Anderson,16,15,3,379,95*,31.58,278,136.33,0,3,0,32,21
STR Binny,1,1,0,8,8,8,5,160,0,0,0,1,0
AC Blizzard,7,7,0,120,51,17.14,90,133.33,0,1,1,21,2
DJ Bravo,30,25,4,457,70*,21.76,390,117.17,0,3,0,38,17
JJ Bumrah,61,10,7,35,16*,11.66,37,94.59,0,0,2,2,1
JC Buttler,24,24,3,527,77,25.09,361,145.98,0,1,1,50,26
YS Chahal,1,-,-,-,-,-,-,-,-,-,-,-,-
UBT Chand,7,6,0,102,58,17,87,117.24,0,1,1,13,2
SD Chitnis,3,2,0,18,15,9,10,180,0,0,0,1,1
NM Coulter-Nile,1,1,0,9,9,9,6,150,0,0,0,0,1
BCJ Cutting,9,6,2,96,37,24,58,165.51,0,0,0,5,8
A Dananjaya,1,1,1,4,4*,-,5,80,0,0,0,0,0
M de Lange,2,1,0,1,1,1,2,50,0,0,0,0,0
R Dhawan,6,4,1,21,14,7,21,100,0,0,1,3,0
S Dhawan,15,14,0,231,56,16.5,215,107.44,0,2,1,26,3
JP Duminy,26,23,8,565,62,37.66,496,113.91,0,5,1,42,17
BR Dunk,3,3,0,40,20,13.33,35,114.28,0,0,0,7,0
CRD Fernando,10,2,2,4,2*,-,3,133.33,0,0,0,0,0
AJ Finch,3,3,1,23,10*,11.5,33,69.69,0,0,0,4,0
JEC Franklin,20,16,5,327,79,29.72,301,108.63,0,1,0,25,8
CM Gautam,9,9,2,121,33,17.28,111,109,0,0,0,13,5
HH Gibbs,3,3,1,81,66*,40.5,88,92.04,0,1,0,8,2
S Gopal,6,3,1,14,11,7,27,51.85,0,0,0,1,0
MJ Guptill,3,3,0,57,48,19,55,103.63,0,0,0,3,3
Harbhajan Singh,136,84,35,799,64,16.3,561,142.42,0,1,13,76,41
MEK Hussey,9,9,0,209,56,23.22,182,114.83,0,2,0,17,7
Ishan Kishan,14,12,0,275,62,22.91,184,149.45,0,2,3,22,17
DJ Jacobs,7,7,0,92,32,13.14,98,93.87,0,0,1,10,4
ST Jayasuriya,30,30,2,768,114*,27.42,532,144.36,1,4,2,84,39
MG Johnson,22,9,5,59,13*,14.75,53,111.32,0,0,0,3,3
KD Karthik,36,33,2,748,86,24.12,624,119.87,0,2,3,84,16
Z Khan,26,12,9,40,23*,13.33,31,129.03,0,0,1,3,2
MA Khote,4,3,1,24,9,12,22,109.09,0,0,0,2,1
DS Kulkarni,33,8,5,23,10*,7.66,42,54.76,0,0,0,2,0
P Kumar,3,1,0,1,1,1,2,50,0,0,0,0,0
