UA Birla,2,-,-,-,-,-,-,-,-,-,-,-,1,0
MJ Clarke,6,5,11,0,67,2,1/12,33.5,6.09,33,0,0,1,0
AB Dinda,20,20,73,1,634,25,4/18,25.36,8.68,17.5,1,0,4,0
JP Faulkner,1,1,2,1,9,1,1/9,9,4.5,12,0,0,0,0
CJ Ferguson,9,-,-,-,-,-,-,-,-,-,-,-,2,0
AJ Finch,14,3,4,0,49,1,1/11,49,12.25,24,0,0,2,0
SC Ganguly,19,4,10,0,95,2,2/27,47.5,9.5,30,0,0,7,0
RV Gomez,2,1,1,0,5,0,-,-,5,-,0,0,2,0
Harpreet Singh,3,-,-,-,-,-,-,-,-,-,-,-,2,0
AA Jhunjhunwala,3,2,2,0,22,0,-,-,11,-,0,0,4,0
Kamran Khan,1,1,3,0,47,0,-,-,15.66,-,0,0,0,0
M Kartik,17,17,57,1,432,5,2/14,86.4,7.57,68.4,0,0,5,0
B Kumar,31,31,107,2,719,24,3/18,29.95,6.71,26.7,0,0,4,0
NL McCullum,2,2,5,0,34,0,-,-,6.8,-,0,0,1,0
AP Majumdar,4,-,-,-,-,-,-,-,-,-,-,-,0,0
M Manhas,23,3,7,0,42,0,-,-,6,-,0,0,9,0
MR Marsh,14,12,33.3,0,281,14,4/25,20.07,8.38,14.3,1,0,7,0
AD Mathews,20,19,57,0,432,12,3/14,36,7.57,28.5,0,0,8,0
BAW Mendis,3,3,12,0,78,2,1/15,39,6.5,36,0,0,0,0
MD Mishra,7,-,-,-,-,-,-,-,-,-,-,-,0,0
SS Mundhe,1,1,1,0,6,1,1/6,6,6,6,0,0,0,0
AG Murtaza,4,4,12,0,105,3,3/15,35,8.75,24,0,0,1,0
AM Nayar,11,3,8,0,59,2,1/15,29.5,7.37,24,0,0,1,0
A Nehra,13,13,48,0,402,11,3/23,36.54,8.37,26.1,0,0,1,0
TD Paine,2,-,-,-,-,-,-,-,-,-,-,-,0,0
IC Pandey,2,2,4,0,50,1,1/17,50,12.5,24,0,0,0,0
MK Pandey,27,-,-,-,-,-,-,-,-,-,-,-,14,0
WD Parnell,18,18,65.1,1,478,20,3/27,23.9,7.33,19.5,0,0,3,0
Parvez Rasool,2,2,5,0,28,1,1/23,28,5.6,30,0,0,0,0
S Rana,2,1,0.4,0,2,0,-,-,3,-,0,0,0,0
M Rawat,2,-,-,-,-,-,-,-,-,-,-,-,1,1
KW Richardson,3,3,11.5,0,101,2,1/28,50.5,8.53,35.5,0,0,0,0
JD Ryder,24,11,22.2,1,188,5,1/8,37.6,8.41,26.8,0,0,8,0
MN Samuels,10,9,32.4,0,250,9,3/39,27.77,7.65,21.7,0,0,1,0
R Sharma,36,36,128,1,854,34,3/13,25.11,6.67,22.5,0,0,11,0
GC Smith,4,-,-,-,-,-,-,-,-,-,-,-,1,0
SPD Smith,22,1,0.2,0,5,0,-,-,15,-,0,0,14,0
TL Suman,7,1,2,0,15,1,1/15,15,7.5,12,0,0,2,0
JE Taylor,5,5,19.3,0,157,6,3/30,26.16,8.05,19.5,0,0,0,0
LRPL Taylor,5,-,-,-,-,-,-,-,-,-,-,-,2,0
AC Thomas,15,15,52.3,2,406,14,3/22,29,7.73,22.5,0,0,3,0
K Upadhyay,3,3,9,0,81,0,-,-,9,-,0,0,1,0
RV Uthappa,46,-,-,-,-,-,-,-,-,-,-,-,25,6
SB Wagh,7,7,16,0,121,4,3/16,30.25,7.56,24,0,0,1,0
LJ Wright,7,6,11.5,0,124,2,1/12,62,10.47,35.5,0,0,2,0
Yuvraj Singh,27,23,51,0,344,15,4/29,22.93,6.74,20.4,1,0,6,0
